case_id,painting_id,painting_index,degradation_type,severity,severity_rank,is_combined,component_degradations,component_count,global_seed,case_seed,effect_mask_seed,operator_seeds_json,operator_parameters_json,width,height,content_x_min,content_y_min,content_x_max,content_y_max,content_area_pixels,effect_support_pixels,effect_active_pixels,effect_percentage_content,effect_percentage_full,effect_mean_intensity,effect_max_intensity,effect_bbox_x_min,effect_bbox_y_min,effect_bbox_x_max,effect_bbox_y_max,effect_centroid_x,effect_centroid_y,changed_pixels,changed_percentage_full,outside_effect_changed_pixels,inside_effect_changed_pixels,mean_absolute_difference_effect,maximum_absolute_difference,clean_path,effect_mask_filename,effect_mask_path,degraded_filename,degraded_path,clean_sha256,effect_mask_sha256,degraded_sha256,effect_mask_file_size_bytes,degraded_file_size_bytes,generator_name,generator_version,generated_at_utc,generation_action,status,issue,source,title,artist,category
p018__blur__mild,p018,1,blur,mild,1,False,blur,1,20260707,2411381568,1332014552,[264010420],"[{""blur_radius"": 1.5, ""degradation_type"": ""blur"", ""effect_opacity"": 0.55, ""operator_seed"": 946788362, ""seed"": 264010420}]",768,768,0,130,768,637,389376,121965,86049,22.099204881656803,14.58892822265625,108.84157863542865,249,0,286,590,579,290.7042034189822,432.2945879673209,46605,7.901509602864583,0,46605,0.5409229423741784,24,data/processed/clean/p018_clean.png,p018__blur__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p018__blur__mild_effect_mask.png,p018__blur__mild_degraded.png,data/processed/degraded/synthetic_degradation/p018__blur__mild_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,fb9475444740bd23d323463afc42c6420eeb0619ad017cc64c33b3b0b3dd77fe,1452538f5091dc5470a9c09f57f31f12488a8b37824359062834082bcd248ee4,23010,526763,synthetic_degradation,1.0.0,2026-07-23T20:45:57.826111+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__blur__moderate,p018,1,blur,moderate,2,False,blur,1,20260707,2096174870,4144780169,[3753400505],"[{""blur_radius"": 3.0, ""degradation_type"": ""blur"", ""effect_opacity"": 0.75, ""operator_seed"": 3095900334, ""seed"": 3753400505}]",768,768,0,130,768,637,389376,253407,205343,52.736429569362265,34.81428358289931,135.44886847859436,246,90,184,768,637,442.1216208977175,406.33390473500435,167885,28.463575575086807,0,167885,1.7424446312322337,45,data/processed/clean/p018_clean.png,p018__blur__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p018__blur__moderate_effect_mask.png,p018__blur__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p018__blur__moderate_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,3fa6193a899ce61c93180e498665007ae5f80a0f513e80f33aee343e9a28521c,1be5519e07cf05d440b2d81b255192287c750ec2eb76c19526cf642211f6c84c,38594,493723,synthetic_degradation,1.0.0,2026-07-23T20:45:58.399489+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__blur__severe,p018,1,blur,severe,3,False,blur,1,20260707,4097401809,208818056,[3506453908],"[{""blur_radius"": 5.0, ""degradation_type"": ""blur"", ""effect_opacity"": 0.95, ""operator_seed"": 1214689421, ""seed"": 3506453908}]",768,768,0,130,768,637,389376,365187,323433,83.06444156804734,54.83551025390625,151.09601679482304,235,8,130,752,637,365.3305135839571,368.4389317107407,307676,52.164035373263886,0,307676,3.7172900459216787,76,data/processed/clean/p018_clean.png,p018__blur__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p018__blur__severe_effect_mask.png,p018__blur__severe_degraded.png,data/processed/degraded/synthetic_degradation/p018__blur__severe_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,abf496b922acd8009aded493206132406a9ff6c9fea5a849eea67a90ece76ec5,5e36406fddd65f72cb0eaaec277e89dde2ec5a3979e0b4832bcac2c9da5cd380,46425,432100,synthetic_degradation,1.0.0,2026-07-23T20:45:58.972887+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__dirt_dust__mild,p018,1,dirt_dust,mild,1,False,dirt_dust,1,20260707,2757237101,3050457623,[1633421532],"[{""degradation_type"": ""dirt_dust"", ""grime_strength"": 0.05, ""operator_seed"": 996717440, ""particle_count_estimate"": 1444, ""particle_density"": 0.0002, ""particle_opacity"": 0.24, ""particle_radius_max"": 3, ""particle_radius_min"": 1, ""seed"": 1633421532}]",768,768,0,130,768,637,389376,59900,34311,8.81179117357002,5.817159016927083,43.354142986214335,254,0,130,761,625,83.25729357931858,431.6715047652356,628,0.1064724392361111,0,628,0.00568725653867557,2,data/processed/clean/p018_clean.png,p018__dirt_dust__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p018__dirt_dust__mild_effect_mask.png,p018__dirt_dust__mild_degraded.png,data/processed/degraded/synthetic_degradation/p018__dirt_dust__mild_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,93dcb2aa2007eb1a49341e843c3640910002165bfe0da1d4f1d14723fc4fc983,8672f185cadec0fa61f95c9e23ad11162a79c610b764b57c9e45db7145250215,10927,535685,synthetic_degradation,1.0.0,2026-07-23T20:46:04.417161+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__dirt_dust__moderate,p018,1,dirt_dust,moderate,2,False,dirt_dust,1,20260707,78309522,2754349269,[671294569],"[{""degradation_type"": ""dirt_dust"", ""grime_strength"": 0.1, ""operator_seed"": 2236808347, ""particle_count_estimate"": 5648, ""particle_density"": 0.00045, ""particle_opacity"": 0.36, ""particle_radius_max"": 5, ""particle_radius_min"": 1, ""seed"": 671294569}]",768,768,0,130,768,637,389376,88031,63808,16.387245233399078,10.81814236111111,62.4657879889669,255,16,132,768,637,570.2816418004012,532.2696527081243,12157,2.061123318142361,0,12157,0.10991961165195593,5,data/processed/clean/p018_clean.png,p018__dirt_dust__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p018__dirt_dust__moderate_effect_mask.png,p018__dirt_dust__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p018__dirt_dust__moderate_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,df821d3a13e6397488c3b57931d492706cb88686d112d55fccb511323df3f9a4,3ba1b5d7c80a2ffbf13a5ec8c032c9b21f393acaf956a84aeb63dc868cd8f60f,15911,536090,synthetic_degradation,1.0.0,2026-07-23T20:46:04.937862+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__dirt_dust__severe,p018,1,dirt_dust,severe,3,False,dirt_dust,1,20260707,4135204845,292744944,[2405601508],"[{""degradation_type"": ""dirt_dust"", ""grime_strength"": 0.16, ""operator_seed"": 215147726, ""particle_count_estimate"": 14611, ""particle_density"": 0.0008, ""particle_opacity"": 0.5, ""particle_radius_max"": 7, ""particle_radius_min"": 1, ""seed"": 2405601508}]",768,768,0,130,768,637,389376,214667,108015,27.740538708086785,18.313090006510418,47.770355969078366,255,0,130,766,637,344.1226681479424,391.2147849835671,39489,6.695048014322917,0,39489,0.2230322623722634,12,data/processed/clean/p018_clean.png,p018__dirt_dust__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p018__dirt_dust__severe_effect_mask.png,p018__dirt_dust__severe_degraded.png,data/processed/degraded/synthetic_degradation/p018__dirt_dust__severe_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,e8ed33140cc4ee016721a755a14bea36518bca5718d120ee6feaa60a5922bc77,509dac482108f980722bb14f6e5ff18e1baa22ed2fefc1fe78a1d4cf0f7766a8,32093,536411,synthetic_degradation,1.0.0,2026-07-23T20:46:05.481278+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__discolouration__mild,p018,1,discolouration,mild,1,False,discolouration,1,20260707,3477101855,197953853,[687493552],"[{""channel_scale_b"": 0.94, ""channel_scale_g"": 0.99, ""channel_scale_r"": 1.04, ""degradation_type"": ""discolouration"", ""operator_seed"": 227297932, ""seed"": 687493552}]",768,768,0,130,768,637,389376,80668,58281,14.967794625246547,9.881083170572916,119.4757982876066,240,403,248,674,541,548.4579880235411,385.65163603918944,46152,7.82470703125,0,46152,0.8135278755723045,7,data/processed/clean/p018_clean.png,p018__discolouration__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p018__discolouration__mild_effect_mask.png,p018__discolouration__mild_degraded.png,data/processed/degraded/synthetic_degradation/p018__discolouration__mild_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,802bdbc6e0462dd9a1a7f588d760771362a25a531bb8076efde991c79bcc787a,390deabfcedd79a0dc255bd88e045b93aa1679ebeca50fd23a682932a6c48bec,17777,535663,synthetic_degradation,1.0.0,2026-07-23T20:46:02.818483+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__discolouration__moderate,p018,1,discolouration,moderate,2,False,discolouration,1,20260707,1152625512,3832637181,[2770493782],"[{""channel_scale_b"": 0.86, ""channel_scale_g"": 0.97, ""channel_scale_r"": 1.09, ""degradation_type"": ""discolouration"", ""operator_seed"": 3063301570, ""seed"": 2770493782}]",768,768,0,130,768,637,389376,222330,174102,44.71307938856016,29.517618815104168,112.55539855946515,199,105,140,678,637,401.48432528058265,386.36712386991536,164940,27.964274088541668,0,164940,2.919036267410306,18,data/processed/clean/p018_clean.png,p018__discolouration__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p018__discolouration__moderate_effect_mask.png,p018__discolouration__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p018__discolouration__moderate_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,da45a8524121c6c01cf67e19a93cd338252c5dc9ab68a4644a89fac3e7ef788b,a21856718fabd8f189fbd7cd9a3e00aaa7d9dbd21fce3d1e297beefb807936e8,36874,536008,synthetic_degradation,1.0.0,2026-07-23T20:46:03.353476+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__discolouration__severe,p018,1,discolouration,severe,3,False,discolouration,1,20260707,1802352404,2316136603,[796109045],"[{""channel_scale_b"": 0.76, ""channel_scale_g"": 0.94, ""channel_scale_r"": 1.15, ""degradation_type"": ""discolouration"", ""operator_seed"": 2527402261, ""seed"": 796109045}]",768,768,0,130,768,637,389376,335844,284630,73.0990096975674,48.25676812065972,138.72786073147594,230,60,130,752,637,434.73586059094265,396.3017039665531,278367,47.19492594401042,0,278367,5.598360151340106,33,data/processed/clean/p018_clean.png,p018__discolouration__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p018__discolouration__severe_effect_mask.png,p018__discolouration__severe_degraded.png,data/processed/degraded/synthetic_degradation/p018__discolouration__severe_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,bcd8ad5731478a6483aa803928ec33461d65bd3eaa30d6ef3d43e662b4c7b0a6,53eb35aa37f536bca0fa41fbf2378eed0167e042c6c604f50ee3334dcf4a82ad,42175,535352,synthetic_degradation,1.0.0,2026-07-23T20:46:03.902254+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__fading__mild,p018,1,fading,mild,1,False,fading,1,20260707,2393511598,326035636,[2480274784],"[{""brightness_factor"": 1.03, ""contrast_factor"": 0.94, ""degradation_type"": ""fading"", ""operator_seed"": 4068196918, ""saturation_factor"": 0.82, ""seed"": 2480274784}]",768,768,0,130,768,637,389376,93480,64369,16.53132190992768,10.913255479600695,88.9095527350122,229,150,226,638,404,390.22293339961783,312.9097080892976,57026,9.66830783420139,0,57026,0.8267864783910998,8,data/processed/clean/p018_clean.png,p018__fading__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p018__fading__mild_effect_mask.png,p018__fading__mild_degraded.png,data/processed/degraded/synthetic_degradation/p018__fading__mild_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,57f6caa4ebd785eb1d8aabe5ffee61516f6881f0e1643cb1a4c87ebecf79d8f3,1bfcdbb9d895f459320ca903b23697b2b497d5fab47d550841e1ab640533e7d4,16467,534878,synthetic_degradation,1.0.0,2026-07-23T20:46:01.184969+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__fading__moderate,p018,1,fading,moderate,2,False,fading,1,20260707,1209890436,4219582747,[1500445928],"[{""brightness_factor"": 1.07, ""contrast_factor"": 0.86, ""degradation_type"": ""fading"", ""operator_seed"": 1171146263, ""saturation_factor"": 0.62, ""seed"": 1500445928}]",768,768,0,130,768,637,389376,220514,174866,44.90929076265615,29.64714898003472,131.3091853190443,222,164,214,740,637,435.7328297096062,427.0627394690792,181053,30.69610595703125,0,181053,3.551857629598725,22,data/processed/clean/p018_clean.png,p018__fading__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p018__fading__moderate_effect_mask.png,p018__fading__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p018__fading__moderate_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,dcc0de856287c418400b5818313cbe01b1d0f0d98e26dd9ad09265760c31e66d,82fae87e083a8a5aba314d352afaea8e0eeaa91d4f87c1822bf32699556116d7,32232,532528,synthetic_degradation,1.0.0,2026-07-23T20:46:01.739594+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__fading__severe,p018,1,fading,severe,3,False,fading,1,20260707,4034558278,1458170001,[259918240],"[{""brightness_factor"": 1.12, ""contrast_factor"": 0.76, ""degradation_type"": ""fading"", ""operator_seed"": 4285953181, ""saturation_factor"": 0.42, ""seed"": 259918240}]",768,768,0,130,768,637,389376,361965,324168,83.25320512820512,54.960123697916664,147.74586634090966,231,4,130,758,637,352.40939266059576,395.87984008291994,341824,57.95355902777778,0,341824,6.9086826995243555,41,data/processed/clean/p018_clean.png,p018__fading__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p018__fading__severe_effect_mask.png,p018__fading__severe_degraded.png,data/processed/degraded/synthetic_degradation/p018__fading__severe_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,ad633f8c2358544889cb34fa00e1abddaa79401302cf8150ff3071b8d66adf89,2f3925080147453ca1a089883379dc979a79befc8e1edafa0fc0d4b99688c094,46174,518859,synthetic_degradation,1.0.0,2026-07-23T20:46:02.300969+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__partial_transparency__mild,p018,1,partial_transparency,mild,1,False,partial_transparency,1,20260707,3968937759,1713201065,[3738600607],"[{""degradation_type"": ""partial_transparency"", ""operator_seed"": 300655637, ""seed"": 3738600607, ""substrate_colour_rgb"": [196, 178, 145], ""transparency_alpha"": 0.12}]",768,768,0,130,768,637,389376,108510,73405,18.851958004602235,12.445237901475695,90.69898508276003,188,0,278,643,560,336.5558068251481,416.40506777467476,73967,12.540520562065971,0,73967,2.8907258931588484,14,data/processed/clean/p018_clean.png,p018__partial_transparency__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p018__partial_transparency__mild_effect_mask.png,p018__partial_transparency__mild_degraded.png,data/processed/degraded/synthetic_degradation/p018__partial_transparency__mild_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,96ceb1d2c65f186aa113efe837cb1eed6772d51e8f4a329f3c9a958c8d33853c,e939733d2fc783ac47ae148728395870de4802f70da2d3b26972a6c05e104ce1,20047,533989,synthetic_degradation,1.0.0,2026-07-23T20:46:05.971907+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__partial_transparency__moderate,p018,1,partial_transparency,moderate,2,False,partial_transparency,1,20260707,157310828,2495438031,[1061325615],"[{""degradation_type"": ""partial_transparency"", ""operator_seed"": 1020063864, ""seed"": 1061325615, ""substrate_colour_rgb"": [196, 178, 145], ""transparency_alpha"": 0.24}]",768,768,0,130,768,637,389376,235934,178320,45.79635108481262,30.232747395833332,102.9844773441005,221,23,130,709,598,364.8610924181247,348.6898721399731,191962,32.54564073350694,0,191962,5.481282901150322,32,data/processed/clean/p018_clean.png,p018__partial_transparency__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p018__partial_transparency__moderate_effect_mask.png,p018__partial_transparency__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p018__partial_transparency__moderate_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,a87d583527d66c9bb76a7b422ce15038cf79177f21ac9ee0f36e757000da5df5,1013dc6855433f0726a361b3b2b721ccbeaf39c5c2a04ed4472cb1dee296675a,34096,529482,synthetic_degradation,1.0.0,2026-07-23T20:46:06.487572+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__partial_transparency__severe,p018,1,partial_transparency,severe,3,False,partial_transparency,1,20260707,3944666339,2683421509,[4135176657],"[{""degradation_type"": ""partial_transparency"", ""operator_seed"": 44599120, ""seed"": 4135176657, ""substrate_colour_rgb"": [196, 178, 145], ""transparency_alpha"": 0.4}]",768,768,0,130,768,637,389376,317906,269774,69.28367439184747,45.73805067274306,155.1212904134572,247,92,130,736,637,418.68792396598633,394.94275578817826,298711,50.64409044053819,0,298711,17.85622899012077,59,data/processed/clean/p018_clean.png,p018__partial_transparency__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p018__partial_transparency__severe_effect_mask.png,p018__partial_transparency__severe_degraded.png,data/processed/degraded/synthetic_degradation/p018__partial_transparency__severe_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,c7e18b524fb8ac74c249b4bc681cd559656fe146fe87df8ac506df5c45c131a6,408bafcf903adc90a9e3598df736e3f135d191694952ff6315f25c0d1cc83816,38942,509322,synthetic_degradation,1.0.0,2026-07-23T20:46:07.029181+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__water_stain__mild,p018,1,water_stain,mild,1,False,water_stain,1,20260707,1492807469,2431403983,[4174553409],"[{""degradation_type"": ""water_stain"", ""operator_seed"": 3844168390, ""ring_strength"": 0.18, ""seed"": 4174553409, ""stain_colour_rgb"": [142, 104, 58], ""stain_opacity"": 0.18}]",768,768,0,130,768,637,389376,52980,48520,12.460963182117029,8.226182725694445,125.8047815333883,146,245,153,605,325,424.5,238.5,51156,8.673095703125,0,51156,2.955643639109098,14,data/processed/clean/p018_clean.png,p018__water_stain__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p018__water_stain__mild_effect_mask.png,p018__water_stain__mild_degraded.png,data/processed/degraded/synthetic_degradation/p018__water_stain__mild_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,28750180a01cb8f6facde4fca24ccca75d5f24e879893e0c62c0bc6f1b4cac1a,f8dcfe54a899f22baec60563e34eb5d587addfecef8689727ddf1bfc96acce26,8667,534431,synthetic_degradation,1.0.0,2026-07-23T20:45:59.536885+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__water_stain__moderate,p018,1,water_stain,moderate,2,False,water_stain,1,20260707,799898007,1032020972,[3300352028],"[{""degradation_type"": ""water_stain"", ""operator_seed"": 4183405242, ""ring_strength"": 0.28, ""seed"": 3300352028, ""stain_colour_rgb"": [132, 91, 45], ""stain_opacity"": 0.28}]",768,768,0,130,768,637,389376,104137,94306,24.219777284681133,15.988837348090279,108.5813627977011,155,327,130,760,430,544.7681059529616,277.81621529913264,100731,17.078145345052086,0,100731,3.089404662447865,17,data/processed/clean/p018_clean.png,p018__water_stain__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p018__water_stain__moderate_effect_mask.png,p018__water_stain__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p018__water_stain__moderate_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,692c296da4e92a11792f8231c6905b80d0c906d79120f03cb06b74e042539089,50bf31ea7280ec1aa3a35ff2f8e6d7f830bf7868b043329b5b987dd129655cad,16380,532847,synthetic_degradation,1.0.0,2026-07-23T20:46:00.102635+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__water_stain__severe,p018,1,water_stain,severe,3,False,water_stain,1,20260707,605041229,2349112505,[2498971805],"[{""degradation_type"": ""water_stain"", ""operator_seed"": 2533171842, ""ring_strength"": 0.38, ""seed"": 2498971805, ""stain_colour_rgb"": [116, 72, 34], ""stain_opacity"": 0.4}]",768,768,0,130,768,637,389376,130285,110200,28.301692965154505,18.68353949652778,92.66134301270418,138,176,247,675,618,449.03116152450093,450.5870326678766,120255,20.388285319010414,0,120255,2.9537577874147702,23,data/processed/clean/p018_clean.png,p018__water_stain__severe_effect_mask.png,data/processed/masks/synthetic_degradation/p018__water_stain__severe_effect_mask.png,p018__water_stain__severe_degraded.png,data/processed/degraded/synthetic_degradation/p018__water_stain__severe_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,6ef83eacc30ff2aede079d7436f6bc530d17bddf374a22e9cb57c76f97d8d0d9,5e19ac45a808ce6772a2661912a06b248589caed1b3b70084c703a3eec59bdfc,21936,529797,synthetic_degradation,1.0.0,2026-07-23T20:46:00.673937+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__blur_fading__moderate,p018,1,blur_fading,moderate,2,True,blur|fading,2,20260707,3623141850,1857148078,"[2035498207, 2771960170]","[{""blur_radius"": 3.0, ""degradation_type"": ""blur"", ""effect_opacity"": 0.75, ""operator_seed"": 1161980145, ""seed"": 2035498207}, {""brightness_factor"": 1.07, ""contrast_factor"": 0.86, ""degradation_type"": ""fading"", ""operator_seed"": 2101012830, ""saturation_factor"": 0.62, ""seed"": 2771960170}]",768,768,0,130,768,637,389376,228558,177405,45.56135971400394,30.077616373697918,114.57971308587695,250,83,195,667,637,392.1934218314027,426.33863194385725,184710,31.316121419270832,0,184710,3.467631848371092,62,data/processed/clean/p018_clean.png,p018__blur_fading__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p018__blur_fading__moderate_effect_mask.png,p018__blur_fading__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p018__blur_fading__moderate_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,06ff5cd39d06ba86cc80be4b39bd38625d2faa5dc279b18451960ac6bc5e9e6c,7d811a64a906bec77c4523905f1a9d154864ca6cfdf5bca839f863cd8ea9ba14,35724,505559,synthetic_degradation,1.0.0,2026-07-23T20:46:08.954128+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__fading_discolouration__moderate,p018,1,fading_discolouration,moderate,2,True,fading|discolouration,2,20260707,3474282443,994641273,"[2292896944, 212144044]","[{""brightness_factor"": 1.07, ""contrast_factor"": 0.86, ""degradation_type"": ""fading"", ""operator_seed"": 2852069803, ""saturation_factor"": 0.62, ""seed"": 2292896944}, {""channel_scale_b"": 0.86, ""channel_scale_g"": 0.97, ""channel_scale_r"": 1.09, ""degradation_type"": ""discolouration"", ""operator_seed"": 3709397249, ""seed"": 212144044}]",768,768,0,130,768,637,389376,218386,158473,40.699221318211706,26.867845323350693,99.89849374972393,250,45,130,725,504,412.8848762880743,318.1507323014015,168030,28.4881591796875,0,168030,2.044749510805027,21,data/processed/clean/p018_clean.png,p018__fading_discolouration__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p018__fading_discolouration__moderate_effect_mask.png,p018__fading_discolouration__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p018__fading_discolouration__moderate_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,c1787e96de428ca0b19306ed5238969afcdc7cb8c414c59f51685422548a4aae,8b3e071307a9365aa63db83869925e401fe295f796a198787d760c8167ec0ad9,36214,533616,synthetic_degradation,1.0.0,2026-07-23T20:46:07.652725+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p018__water_stain_dirt__moderate,p018,1,water_stain_dirt,moderate,2,True,water_stain|dirt_dust,2,20260707,2684429290,3413243360,"[3805307501, 3222631587]","[{""degradation_type"": ""water_stain"", ""operator_seed"": 1893611777, ""ring_strength"": 0.28, ""seed"": 3805307501, ""stain_colour_rgb"": [132, 91, 45], ""stain_opacity"": 0.28}, {""degradation_type"": ""dirt_dust"", ""grime_strength"": 0.1, ""operator_seed"": 1955786573, ""particle_count_estimate"": 57030, ""particle_density"": 0.00045, ""particle_opacity"": 0.36, ""particle_radius_max"": 5, ""particle_radius_min"": 1, ""seed"": 3222631587}]",768,768,0,130,768,637,389376,78906,70302,18.05504191321499,11.919148763020834,114.08587237916417,161,23,324,401,577,202.48716963955505,444.42847998634466,76259,12.92911105685764,0,76259,5.561997820191113,22,data/processed/clean/p018_clean.png,p018__water_stain_dirt__moderate_effect_mask.png,data/processed/masks/synthetic_degradation/p018__water_stain_dirt__moderate_effect_mask.png,p018__water_stain_dirt__moderate_degraded.png,data/processed/degraded/synthetic_degradation/p018__water_stain_dirt__moderate_degraded.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,f2e0464b019681a895494049acf10c4b200e94e4b95461ddc513abca015f7753,a3e26993efeeda7411537c47fec5e3ba2efd3f30006df65cd7bfdedaa05b0f02,14804,531856,synthetic_degradation,1.0.0,2026-07-23T20:46:08.303007+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural
p026__blur__mild,p026,2,blur,mild,1,False,blur,1,20260707,13701532,2050818667,[1721914737],"[{""blur_radius"": 1.5, ""degradation_type"": ""blur"", ""effect_opacity"": 0.55, ""operator_seed"": 3572126071, ""seed"": 1721914737}]",768,768,0,119,768,648,406272,104042,68828,16.941359483301827,11.669243706597221,83.84520834544081,186,164,344,687,533,437.9101092578602,440.9528534898588,44730,7.5836181640625,0,44730,0.6358906339106642,20,data/processed/clean/p026_clean.png,p026__blur__mild_effect_mask.png,data/processed/masks/synthetic_degradation/p026__blur__mild_effect_mask.png,p026__blur__mild_degraded.png,data/processed/degraded/synthetic_degradation/p026__blur__mild_degraded.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,5f3a31820c6b4b7a34ef9fc7144ac4860d115cd642d5cc63b411f6ce7fd1ed1f,8c8de841326e09a2d36e3ef017b6e3772813177bd6631df58f7e365463b09182,18363,751609,synthetic_degradation,1.0.0,2026-07-23T20:46:09.411391+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured
