case_id,painting_id,base_mask_id,base_mask_type,sensitivity_mask_id,target_percentage_content,target_pixels,realised_pixels,realised_percentage_content,realised_percentage_full,percentage_error_content,absolute_percentage_error_content,absolute_pixel_error,scale_factor,base_mask_pixels,base_percentage_content,base_percentage_full,content_area_pixels,content_bbox_left,content_bbox_top,content_bbox_right,content_bbox_bottom,width,height,deterministic_seed,global_seed,generator_name,generator_version,generated_at_utc,generation_action,damage_fill_strategy,damage_fill_r,damage_fill_g,damage_fill_b,clean_path,base_mask_path,sensitivity_mask_filename,sensitivity_mask_path,damaged_filename,damaged_path,clean_sha256,base_mask_sha256,sensitivity_mask_sha256,damaged_sha256,sensitivity_mask_file_size_bytes,damaged_file_size_bytes,status,issue,source,title,artist,category,config_version,experiment_name,experiment_version,notebook_stage,full_generation_started_at_utc,full_generation_completed_at_utc
p026__loss_large__size_20pct,p026,p026_loss_large,loss_large,p026__loss_large__size_20pct__mask,20.0,81254,81200,19.98660995589162,13.76681857638889,-0.013390044108380295,0.013390044108380295,54,1.2417893489033172,52670,12.964221014492754,8.92978244357639,406272,0,119,768,648,768,768,2820786575,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:29.563662+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,data/processed/masks/p026_loss_large_mask.png,p026__loss_large__size_20pct_mask.png,data/processed/masks/damage_size_sensitivity/p026__loss_large__size_20pct_mask.png,p026__loss_large__size_20pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p026__loss_large__size_20pct_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,8ef7cd4b93472ee54a398d00371049aa7208ab828d6a838dc40f7590546bec90,140f1a2e9aa5c0628089f63f4dd7a49066abf48c628dbf79a45007609fbaad1c,e1ad000fba6d4738d607b57b09218f95a719ed01883267ea22005e58248591a2,2857,629024,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p039__loss_large__size_02pct,p039,p039_loss_large,loss_large,p039__loss_large__size_02pct__mask,2.0,8663,8683,2.0046080821513,1.4721340603298612,0.004608082151300152,0.004608082151300152,20,0.42887769719666435,47259,10.91048869680851,8.01239013671875,433152,0,102,768,666,768,768,2859847220,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:30.014423+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p039_clean.png,data/processed/masks/p039_loss_large_mask.png,p039__loss_large__size_02pct_mask.png,data/processed/masks/damage_size_sensitivity/p039__loss_large__size_02pct_mask.png,p039__loss_large__size_02pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p039__loss_large__size_02pct_damaged.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,b0cc38b754bcb08838e9d308f4bdaff1345a4c4669625ed00e6bb833dcdb4ac2,6a74c655d3511b55a1288726bd68267d2597b0708ee68100f7855e7252108bfa,095e17d977651b1c7beea28219a106d319d7c76861cb949cbd3ccee2fbea6a7e,1430,707758,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p039__loss_large__size_04pct,p039,p039_loss_large,loss_large,p039__loss_large__size_04pct__mask,4.0,17326,17329,4.000674128250591,2.9379950629340277,0.0006741282505906554,0.0006741282505906554,3,0.6065246559748643,47259,10.91048869680851,8.01239013671875,433152,0,102,768,666,768,768,2859847220,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:30.420907+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p039_clean.png,data/processed/masks/p039_loss_large_mask.png,p039__loss_large__size_04pct_mask.png,data/processed/masks/damage_size_sensitivity/p039__loss_large__size_04pct_mask.png,p039__loss_large__size_04pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p039__loss_large__size_04pct_damaged.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,b0cc38b754bcb08838e9d308f4bdaff1345a4c4669625ed00e6bb833dcdb4ac2,f8453f236fb4b1f8ce6e391a81fc764582bc82227c7b3d8902985c3a5cb0fc87,caddcc42816e8df3a398b7e420216c42fedb1314c16534a02a78205487a3e101,1733,694419,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p039__loss_large__size_06pct,p039,p039_loss_large,loss_large,p039__loss_large__size_06pct__mask,6.0,25989,25949,5.9907376625295505,4.399447970920139,-0.009262337470449467,0.009262337470449467,40,0.7414122125822963,47259,10.91048869680851,8.01239013671875,433152,0,102,768,666,768,768,2859847220,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:30.834398+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p039_clean.png,data/processed/masks/p039_loss_large_mask.png,p039__loss_large__size_06pct_mask.png,data/processed/masks/damage_size_sensitivity/p039__loss_large__size_06pct_mask.png,p039__loss_large__size_06pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p039__loss_large__size_06pct_damaged.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,b0cc38b754bcb08838e9d308f4bdaff1345a4c4669625ed00e6bb833dcdb4ac2,9a53d05bb9621b0f51e31425188c9028a4c31ae90664886baf7aad9efe0e5f2d,bd3127c06564120426c11a3adde6821949a5cd40e089f1db6252df0cf5cd0688,1983,681033,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p039__loss_large__size_08pct,p039,p039_loss_large,loss_large,p039__loss_large__size_08pct__mask,8.0,34652,34593,7.986341976950355,5.864969889322917,-0.013658023049645251,0.013658023049645251,59,0.8561090810297295,47259,10.91048869680851,8.01239013671875,433152,0,102,768,666,768,768,2859847220,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:31.263267+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p039_clean.png,data/processed/masks/p039_loss_large_mask.png,p039__loss_large__size_08pct_mask.png,data/processed/masks/damage_size_sensitivity/p039__loss_large__size_08pct_mask.png,p039__loss_large__size_08pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p039__loss_large__size_08pct_damaged.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,b0cc38b754bcb08838e9d308f4bdaff1345a4c4669625ed00e6bb833dcdb4ac2,efa893c54ceb9dbce934b8050bb714b2776b248fc61e9db9475710e46d5187cf,947cb1b76847500a5e76b7fc8a40f13754159bc433fcc37b6e8d742682bd5310,2220,666795,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p039__loss_large__size_10pct,p039,p039_loss_large,loss_large,p039__loss_large__size_10pct__mask,10.0,43315,43405,10.020731752364066,7.358974880642361,0.02073175236406577,0.02073175236406577,90,0.9580793678169939,47259,10.91048869680851,8.01239013671875,433152,0,102,768,666,768,768,2859847220,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:31.694594+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p039_clean.png,data/processed/masks/p039_loss_large_mask.png,p039__loss_large__size_10pct_mask.png,data/processed/masks/damage_size_sensitivity/p039__loss_large__size_10pct_mask.png,p039__loss_large__size_10pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p039__loss_large__size_10pct_damaged.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,b0cc38b754bcb08838e9d308f4bdaff1345a4c4669625ed00e6bb833dcdb4ac2,f7e36fe2d60e6908ddc247e81eefaf6eaefd576fbcc0e70f7489820a3a21b07e,d872eebd0f1706057ef21a3b3cf8291c23f3076361f1c9fb63f59d2a71207d15,2434,651491,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p039__loss_large__size_15pct,p039,p039_loss_large,loss_large,p039__loss_large__size_15pct__mask,15.0,64973,64917,14.987117686170214,11.00616455078125,-0.01288231382978644,0.01288231382978644,56,1.1722801490646364,47259,10.91048869680851,8.01239013671875,433152,0,102,768,666,768,768,2859847220,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:32.119385+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p039_clean.png,data/processed/masks/p039_loss_large_mask.png,p039__loss_large__size_15pct_mask.png,data/processed/masks/damage_size_sensitivity/p039__loss_large__size_15pct_mask.png,p039__loss_large__size_15pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p039__loss_large__size_15pct_damaged.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,b0cc38b754bcb08838e9d308f4bdaff1345a4c4669625ed00e6bb833dcdb4ac2,5e04ea9cf7b004995e2578356cbeba0881e6104a4076fcf5a74878063e00a6af,0e6a11093da6c1c98061bbf5ced5d283b350cf568c2881d73e14ca8253a4c264,2699,614607,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p039__loss_large__size_20pct,p039,p039_loss_large,loss_large,p039__loss_large__size_20pct__mask,20.0,86630,86644,20.00313977541371,14.689805772569445,0.003139775413711021,0.003139775413711021,14,1.3536273108037973,47259,10.91048869680851,8.01239013671875,433152,0,102,768,666,768,768,2859847220,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:32.639111+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p039_clean.png,data/processed/masks/p039_loss_large_mask.png,p039__loss_large__size_20pct_mask.png,data/processed/masks/damage_size_sensitivity/p039__loss_large__size_20pct_mask.png,p039__loss_large__size_20pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p039__loss_large__size_20pct_damaged.png,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,b0cc38b754bcb08838e9d308f4bdaff1345a4c4669625ed00e6bb833dcdb4ac2,cfefc2799186a4936ffe8c3c8e86538756fcbaaf15786dfd9049d1f29b9655c0,3798be1d9a1db8ae237750bfec2d4b00e2d176a5c43c855fbd65687991199a9b,2877,576723,ok,,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p043__loss_large__size_02pct,p043,p043_loss_large,loss_large,p043__loss_large__size_02pct__mask,2.0,9385,9418,2.0070410529187126,1.5967475043402777,0.007041052918712598,0.007041052918712598,33,0.3819180812103272,64562,13.758609519912712,10.945977105034721,469248,0,78,768,689,768,768,2187747938,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:33.156949+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p043_clean.png,data/processed/masks/p043_loss_large_mask.png,p043__loss_large__size_02pct_mask.png,data/processed/masks/damage_size_sensitivity/p043__loss_large__size_02pct_mask.png,p043__loss_large__size_02pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p043__loss_large__size_02pct_damaged.png,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,778b36c89809554fb43d72cd5b33bd65aeaafb2e73d741b04cec6cc3155714b6,dab247cea9fdde5f77c80808b44131517d10d52910bf366f29497d77e425dc25,e31cf4040ec49886e321aa8700f41e13635d40f8100f230c7ee922273601c64f,1381,760682,ok,,The Metropolitan Museum of Art,The Card Players,Paul Cézanne,high_texture_brushwork,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p043__loss_large__size_04pct,p043,p043_loss_large,loss_large,p043__loss_large__size_04pct__mask,4.0,18770,18765,3.9989515139116203,3.18145751953125,-0.0010484860883797076,0.0010484860883797076,5,0.5401137301631538,64562,13.758609519912712,10.945977105034721,469248,0,78,768,689,768,768,2187747938,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:33.620778+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p043_clean.png,data/processed/masks/p043_loss_large_mask.png,p043__loss_large__size_04pct_mask.png,data/processed/masks/damage_size_sensitivity/p043__loss_large__size_04pct_mask.png,p043__loss_large__size_04pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p043__loss_large__size_04pct_damaged.png,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,778b36c89809554fb43d72cd5b33bd65aeaafb2e73d741b04cec6cc3155714b6,7baef80be585cb483d53e854c2c25baad922df560170a6b454e63b274912cbc0,6b25c1894c333c13d349dc2ce2c81853aa06b5f961f5507ff03b5653962f2576,1637,745714,ok,,The Metropolitan Museum of Art,The Card Players,Paul Cézanne,high_texture_brushwork,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p043__loss_large__size_06pct,p043,p043_loss_large,loss_large,p043__loss_large__size_06pct__mask,6.0,28155,28081,5.984255660120022,4.760911729600695,-0.015744339879978142,0.015744339879978142,74,0.6589622451006576,64562,13.758609519912712,10.945977105034721,469248,0,78,768,689,768,768,2187747938,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:34.062347+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p043_clean.png,data/processed/masks/p043_loss_large_mask.png,p043__loss_large__size_06pct_mask.png,data/processed/masks/damage_size_sensitivity/p043__loss_large__size_06pct_mask.png,p043__loss_large__size_06pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p043__loss_large__size_06pct_damaged.png,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,778b36c89809554fb43d72cd5b33bd65aeaafb2e73d741b04cec6cc3155714b6,7abe24928465e92a2d1da0a1777e622d3040db00abd7ab9f2d5b5e0999045aba,bd014fa237149e341e1158cd2a9cd4a46ff5c6de898f06202e4b3cfb5851b22f,1766,730790,ok,,The Metropolitan Museum of Art,The Card Players,Paul Cézanne,high_texture_brushwork,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p043__loss_large__size_08pct,p043,p043_loss_large,loss_large,p043__loss_large__size_08pct__mask,8.0,37540,37511,7.993853996181124,6.359693739149305,-0.006146003818876089,0.006146003818876089,29,0.7623701108049921,64562,13.758609519912712,10.945977105034721,469248,0,78,768,689,768,768,2187747938,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:34.523839+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p043_clean.png,data/processed/masks/p043_loss_large_mask.png,p043__loss_large__size_08pct_mask.png,data/processed/masks/damage_size_sensitivity/p043__loss_large__size_08pct_mask.png,p043__loss_large__size_08pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p043__loss_large__size_08pct_damaged.png,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,778b36c89809554fb43d72cd5b33bd65aeaafb2e73d741b04cec6cc3155714b6,7410af32db1b91c2a0f0c4849c6471f8e38c6e991524d9526ace05aacf1d1e05,4dd7696efd135289678c8e5100501492de21630be0fd82ec92dec5a1ce9a0409,2015,716413,ok,,The Metropolitan Museum of Art,The Card Players,Paul Cézanne,high_texture_brushwork,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p043__loss_large__size_10pct,p043,p043_loss_large,loss_large,p043__loss_large__size_10pct__mask,10.0,46925,46880,9.990452809601745,7.948133680555555,-0.009547190398254912,0.009547190398254912,45,0.8523556958870045,64562,13.758609519912712,10.945977105034721,469248,0,78,768,689,768,768,2187747938,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:34.976571+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p043_clean.png,data/processed/masks/p043_loss_large_mask.png,p043__loss_large__size_10pct_mask.png,data/processed/masks/damage_size_sensitivity/p043__loss_large__size_10pct_mask.png,p043__loss_large__size_10pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p043__loss_large__size_10pct_damaged.png,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,778b36c89809554fb43d72cd5b33bd65aeaafb2e73d741b04cec6cc3155714b6,10ab4ea09b9964384c4b4ea30dee9e34940f70598cd4409344986ecf023aa550,7a8ecbb7961107b4d697645ff2ed759ec4367dba6640249033b25239c415eca9,2162,702223,ok,,The Metropolitan Museum of Art,The Card Players,Paul Cézanne,high_texture_brushwork,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p043__loss_large__size_15pct,p043,p043_loss_large,loss_large,p043__loss_large__size_15pct__mask,15.0,70387,70314,14.984400572831424,11.921183268229166,-0.015599427168575986,0.015599427168575986,73,1.0439145593779768,64562,13.758609519912712,10.945977105034721,469248,0,78,768,689,768,768,2187747938,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:35.431540+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p043_clean.png,data/processed/masks/p043_loss_large_mask.png,p043__loss_large__size_15pct_mask.png,data/processed/masks/damage_size_sensitivity/p043__loss_large__size_15pct_mask.png,p043__loss_large__size_15pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p043__loss_large__size_15pct_damaged.png,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,778b36c89809554fb43d72cd5b33bd65aeaafb2e73d741b04cec6cc3155714b6,8c15df7273f6cc75a58eac64d0fbeb97657a4302770972ec86f92cf52503d568,080224cad4ed348f2d9b90c44a13339f258ee8daf3a0af7fa8467d77aba43861,2480,665604,ok,,The Metropolitan Museum of Art,The Card Players,Paul Cézanne,high_texture_brushwork,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
p043__loss_large__size_20pct,p043,p043_loss_large,loss_large,p043__loss_large__size_20pct__mask,20.0,93850,93869,20.00413427441353,15.914747450086805,0.0041342744135306475,0.0041342744135306475,19,1.205412985089359,64562,13.758609519912712,10.945977105034721,469248,0,78,768,689,768,768,2187747938,20260505,damage_size_sensitivity,1.1.0,2026-07-24T20:32:35.892046+00:00,generated,constant_rgb,255,255,255,data/processed/clean/p043_clean.png,data/processed/masks/p043_loss_large_mask.png,p043__loss_large__size_20pct_mask.png,data/processed/masks/damage_size_sensitivity/p043__loss_large__size_20pct_mask.png,p043__loss_large__size_20pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p043__loss_large__size_20pct_damaged.png,e18e79fb0a876169e1a315935be5e67a403e0c089c60841a2f34e1b6ba3b3fcd,778b36c89809554fb43d72cd5b33bd65aeaafb2e73d741b04cec6cc3155714b6,711bd172606387cda96f2287e9fa9f81d652e8f30a4afba4ad3cf7e987b08013,fbb337ece597e9cfb4937eaf4e104113fb644d33134bf378e0e9dd9d775cc87d,2665,629002,ok,,The Metropolitan Museum of Art,The Card Players,Paul Cézanne,high_texture_brushwork,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00
