case_id,variant_id,robustness_group_id,painting_id,painting_index,base_mask_type,mask_type_index,variant_index,global_seed,painting_seed,mask_seed,variant_seed,generation_attempt_index,generation_seed,maximum_generation_attempts,generation_area_tolerance,target_percentage_content,target_pixels,realised_pixels,realised_percentage_content,percentage_error_content,absolute_percentage_error_content,scale_factor,raw_mask_pixels,content_area_pixels,content_x_min,content_y_min,content_x_max,content_y_max,width,height,canvas_area_pixels,padding_area_pixels,actual_mask_area_pixels,damaged_content_pixels,padding_overlap_pixels,actual_mask_area_percentage_content,actual_mask_area_percentage_full,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,bbox_area_pixels,bbox_fill_ratio,bbox_aspect_ratio,connected_component_count,largest_component_pixels,smallest_component_pixels,mean_component_pixels,median_component_pixels,component_area_std_pixels,largest_component_fraction,component_density_per_100k_content_pixels,mean_component_aspect_ratio,maximum_component_aspect_ratio,touches_content_border,minimum_distance_to_content_border_pixels,centroid_x_pixels,centroid_y_pixels,centroid_x_normalised_content,centroid_y_normalised_content,centroid_quadrant,mask_bbox_width_normalised_content,mask_bbox_height_normalised_content,mask_bbox_area_fraction_content_bbox,touches_left_content_border,touches_right_content_border,touches_top_content_border,touches_bottom_content_border,damage_fill_strategy,damage_fill_r,damage_fill_g,damage_fill_b,clean_path,mask_filename,mask_path,damaged_filename,damaged_path,clean_sha256,mask_sha256,damaged_sha256,mask_file_size_bytes,damaged_file_size_bytes,mask_generator_name,mask_generator_version,generator_name,generator_version,generated_at_utc,generation_action,status,issue,source,title,artist,category,config_version,experiment_name,experiment_version,notebook_stage,full_generation_started_at_utc,full_generation_finished_at_utc,full_generation_duration_seconds
p018__scratch_thin__variant_03,p018__scratch_thin__variant_03,p018__scratch_thin,p018,1,scratch_thin,0,3,20260606,1330909966,1056229519,1531346447,1,1180966957,20,0.5,2.0,7788,7790,2.0006369165023012,0.0006369165023012435,0.0006369165023012435,1.2508665584999914,5688,389376,0,130,768,637,768,768,589824,200448,7790,7790,0,2.000637,1.320733,0,130,768,637,768,507,389376,0.020006,1.514793,7,2184,200,1112.857143,1176.0,594.041468,0.280359,1.797748,2.81749,8.666667,True,0,352.42464698331196,337.0449293966624,0.4594845462624667,0.40917970236494544,top_left,1.0,1.0,1.0,True,True,True,True,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__scratch_thin__variant_03_mask.png,data/processed/masks/mask_robustness/p018__scratch_thin__variant_03_mask.png,p018__scratch_thin__variant_03_damaged.png,data/processed/damaged/mask_robustness/p018__scratch_thin__variant_03_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,bf5a1b36c4d99cfc34c661483cf263bbe35fae72c40f41bede2152fdc558af9b,6441b87db82c28fdca6a76e116ad894d3c7a5edb1cafb3d18f3d93fb6725ced4,4090,538874,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:43:48.356775+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__scratch_thin__variant_04,p018__scratch_thin__variant_04,p018__scratch_thin,p018,1,scratch_thin,0,4,20260606,1330909966,1056229519,1836815025,1,49912850,20,0.5,2.0,7788,7788,2.000123274161736,0.00012327416173585348,0.00012327416173585348,0.7534137578577051,13609,389376,0,130,768,637,768,768,589824,200448,7788,7788,0,2.000123,1.320394,0,197,579,579,579,382,221178,0.035211,1.515707,18,3489,6,432.666667,136.0,795.293167,0.447997,4.622781,2.121331,4.269231,True,0,218.6827170005136,392.86209553158704,0.2851143637555588,0.5194903073746779,bottom_left,0.75390625,0.7534516765285996,0.5680319280078896,True,False,False,False,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__scratch_thin__variant_04_mask.png,data/processed/masks/mask_robustness/p018__scratch_thin__variant_04_mask.png,p018__scratch_thin__variant_04_damaged.png,data/processed/damaged/mask_robustness/p018__scratch_thin__variant_04_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,9a9558bcf4f4f0bd940433c750f6eed02574dcbb713c9e7de5d87b5fb24f3351,8bb7b5664bb7e2f42e0cbf1c7ebe7714d5ae6c1a4613898b6a06eaa412e7fb29,5722,542643,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:43:49.008890+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__scratch_thin__variant_05,p018__scratch_thin__variant_05,p018__scratch_thin,p018,1,scratch_thin,0,5,20260606,1330909966,1056229519,93465389,1,3607862558,20,0.5,2.0,7788,7782,1.9985823471400395,-0.0014176528599605387,0.0014176528599605387,0.751863196411376,13718,389376,0,130,768,637,768,768,589824,200448,7782,7782,0,1.998582,1.319377,73,206,650,587,577,381,219837,0.035399,1.514436,24,3501,1,324.25,11.5,807.487268,0.449884,6.163708,2.896206,11.666667,False,50,344.145078386019,407.7242354150604,0.4486898023285776,0.5488621253262063,bottom_left,0.7513020833333334,0.7514792899408284,0.5645879561143984,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__scratch_thin__variant_05_mask.png,data/processed/masks/mask_robustness/p018__scratch_thin__variant_05_mask.png,p018__scratch_thin__variant_05_damaged.png,data/processed/damaged/mask_robustness/p018__scratch_thin__variant_05_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,e97b11308862216762eba3d9973e35bd18ef19127d56e353b4b4421345533826,59d83bf27c1ded0f3800fb30c792e6ab9ca49b6eaddb4ac5f0fa722e166aebec,5906,543511,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:43:49.694015+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__loss_large__variant_01,p026__loss_large__variant_01,p026__loss_large,p026,2,loss_large,2,1,20260606,33148239,3103620941,1124582129,1,2245827684,20,0.5,12.5,50784,50871,12.521414224952741,0.021414224952740923,0.021414224952740923,0.8152315170899858,76674,406272,0,119,768,648,768,768,589824,183552,50871,50871,0,12.521414,8.624776,130,255,399,571,269,316,85004,0.598454,1.174721,1,50871,50871,50871.0,50871.0,0.0,1.0,0.246141,1.174721,1.174721,False,77,261.48334021348114,419.4331741070551,0.34091700158211363,0.5690022236876043,bottom_left,0.3502604166666667,0.5973534971644613,0.20922928481411468,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__loss_large__variant_01_mask.png,data/processed/masks/mask_robustness/p026__loss_large__variant_01_mask.png,p026__loss_large__variant_01_damaged.png,data/processed/damaged/mask_robustness/p026__loss_large__variant_01_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,25d16ea90c93a4b3f0fb45b3ce094dff02b07849b9a742010e2056955795fabf,e5283c8e1518912c2b4b2729288f7cca229aec9a08d693167e9317f9f92d3c0a,2525,656710,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:33.938103+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__loss_large__variant_02,p026__loss_large__variant_02,p026__loss_large,p026,2,loss_large,2,2,20260606,33148239,3103620941,1976424498,1,43796212,20,0.5,12.5,50784,50836,12.512799306868304,0.012799306868304328,0.012799306868304328,0.9232334960266515,59555,406272,0,119,768,648,768,768,589824,183552,50836,50836,0,12.512799,8.618842,355,288,691,581,336,293,98448,0.516374,1.146758,1,50836,50836,50836.0,50836.0,0.0,1.0,0.246141,1.146758,1.146758,False,67,531.0830120387127,428.8271697222441,0.692415921823615,0.5867938820497047,bottom_right,0.4375,0.553875236294896,0.242320415879017,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__loss_large__variant_02_mask.png,data/processed/masks/mask_robustness/p026__loss_large__variant_02_mask.png,p026__loss_large__variant_02_damaged.png,data/processed/damaged/mask_robustness/p026__loss_large__variant_02_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,c6bf910879c3f86bd3a7873a2a72c7b737b7cf84897065a84842800764da05ed,6e3983e9bf1adaafc047ca643319f2d8e115fba11c6f8539a594e1f5272cba92,2872,676150,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:34.738883+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__loss_large__variant_03,p026__loss_large__variant_03,p026__loss_large,p026,2,loss_large,2,3,20260606,33148239,3103620941,1118155554,1,2016440410,20,0.5,12.5,50784,50777,12.498277016383113,-0.0017229836168866086,0.0017229836168866086,0.7279879363265244,95784,406272,0,119,768,648,768,768,589824,183552,50777,50777,0,12.498277,8.608839,90,325,502,566,412,241,99292,0.511391,1.709544,1,50777,50777,50777.0,50777.0,0.0,1.0,0.246141,1.709544,1.709544,False,82,292.02121039053117,431.21594422671683,0.3807316954244213,0.5913180761869636,bottom_left,0.5364583333333334,0.4555765595463138,0.2443978418399496,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__loss_large__variant_03_mask.png,data/processed/masks/mask_robustness/p026__loss_large__variant_03_mask.png,p026__loss_large__variant_03_damaged.png,data/processed/damaged/mask_robustness/p026__loss_large__variant_03_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,3ec2ec785e86da66590ededb73d0b37a1b3b2339a99dd7fdc8e52701310fbd5a,ae9fc2b546ad2acd68af6cd8050b0602ec0c1f68b03991a516618d6b1ec7c332,2994,660819,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:35.542839+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__loss_large__variant_04,p026__loss_large__variant_04,p026__loss_large,p026,2,loss_large,2,4,20260606,33148239,3103620941,3642173459,1,705028327,20,0.5,12.5,50784,50794,12.502461405166981,0.002461405166981123,0.002461405166981123,0.7406859784793907,92706,406272,0,119,768,648,768,768,589824,183552,50794,50794,0,12.502461,8.611721,146,285,652,569,506,284,143704,0.353463,1.78169,2,25863,24931,25397.0,25397.0,466.0,0.509174,0.492281,1.157453,1.172775,False,79,396.1174941922274,417.1232822774343,0.5164504487512743,0.5646274285557469,bottom_right,0.6588541666666666,0.5368620037807184,0.353713768115942,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__loss_large__variant_04_mask.png,data/processed/masks/mask_robustness/p026__loss_large__variant_04_mask.png,p026__loss_large__variant_04_damaged.png,data/processed/damaged/mask_robustness/p026__loss_large__variant_04_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,b42a852dd95d86812177ade40abd8472efb4b415261827ae7954323d32b60238,dcec5a2d5e5a1981392a1a3aaf1abfd7ab96e806f86654a7494f184b59ad35d1,3059,666224,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:36.428720+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__loss_large__variant_05,p026__loss_large__variant_05,p026__loss_large,p026,2,loss_large,2,5,20260606,33148239,3103620941,706600162,1,2092119439,20,0.5,12.5,50784,50704,12.480308758664146,-0.019691241335854315,0.019691241335854315,0.7886379884893896,81618,406272,0,119,768,648,768,768,589824,183552,50704,50704,0,12.480309,8.596463,192,202,433,557,241,355,85555,0.592648,1.473029,1,50704,50704,50704.0,50704.0,0.0,1.0,0.246141,1.473029,1.473029,False,83,304.5292679078574,388.6916022404544,0.3970394627221087,0.5107795496978303,bottom_left,0.3138020833333333,0.6710775047258979,0.2105855190611216,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__loss_large__variant_05_mask.png,data/processed/masks/mask_robustness/p026__loss_large__variant_05_mask.png,p026__loss_large__variant_05_damaged.png,data/processed/damaged/mask_robustness/p026__loss_large__variant_05_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,ac1812c814505590b041d5462008d5dcb4f756405fe0335d8483a8e8cf15d6d6,122e331b222fbc44704ec189d63062b463a86cd3cd3c1bef121ef95abc6944c3,2873,659216,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:37.244185+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__loss_small__variant_01,p026__loss_small__variant_01,p026__loss_small,p026,2,loss_small,1,1,20260606,33148239,3335137162,520517269,1,854750807,20,0.5,4.5,18282,18250,4.492064429741651,-0.00793557025834879,0.00793557025834879,1.0352864443845877,17057,406272,0,119,768,648,768,768,589824,183552,18250,18250,0,4.492064,3.094143,180,286,741,641,561,355,199155,0.091637,1.580282,6,4125,2360,3041.666667,2966.5,616.190086,0.226027,1.476843,1.162593,1.285714,False,7,491.7209315068493,495.11627397260276,0.6410963904913289,0.7123414279784143,bottom_right,0.73046875,0.6710775047258979,0.4902011460302457,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__loss_small__variant_01_mask.png,data/processed/masks/mask_robustness/p026__loss_small__variant_01_mask.png,p026__loss_small__variant_01_damaged.png,data/processed/damaged/mask_robustness/p026__loss_small__variant_01_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,79ec7a89c89e29351385f6e6e2d1650e797006ef0c71213bf20cebf9cadbe6b4,054e8556df67d4b0288aa723fb29c1cb916047844f5a815977e8bc6abc2b1cd4,2815,732416,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:23.814742+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__loss_small__variant_02,p026__loss_small__variant_02,p026__loss_small,p026,2,loss_small,1,2,20260606,33148239,3335137162,3293510778,1,4130843788,20,0.5,4.5,18282,18265,4.495756537492124,-0.004243462507876217,0.004243462507876217,1.052488222756071,16504,406272,0,119,768,648,768,768,589824,183552,18265,18265,0,4.495757,3.096686,89,178,768,648,679,470,319130,0.057234,1.444681,5,4433,3057,3653.0,3556.0,454.663392,0.242705,1.230703,1.286495,1.482759,True,0,495.589707090063,448.74147276211335,0.6461404264537979,0.6245103650797601,bottom_right,0.8841145833333334,0.888468809073724,0.7855082309388783,False,True,False,True,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__loss_small__variant_02_mask.png,data/processed/masks/mask_robustness/p026__loss_small__variant_02_mask.png,p026__loss_small__variant_02_damaged.png,data/processed/damaged/mask_robustness/p026__loss_small__variant_02_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,c6d1177a297850093a1885cb1d670280ed5bddbe7f2df497478477c1e2f9a634,3a33c9fbfcc4bacd970b8b7f4a8d91728dde4f48d059732537271a80d05c3afb,2737,733297,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:28.325412+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__loss_small__variant_03,p026__loss_small__variant_03,p026__loss_small,p026,2,loss_small,1,3,20260606,33148239,3335137162,2914917295,1,979349187,20,0.5,4.5,18282,18241,4.489849165091368,-0.010150834908632334,0.010150834908632334,1.038579658875221,16949,406272,0,119,768,648,768,768,589824,183552,18241,18241,0,4.489849,3.092617,0,241,623,648,623,407,253561,0.071939,1.530713,5,6538,2652,3648.2,3047.0,1454.008308,0.358423,1.230703,1.181489,1.377049,True,0,231.81053670303163,453.6672879776328,0.30223016519300083,0.6338395605636985,bottom_left,0.8111979166666666,0.7693761814744802,0.6241163555450535,True,False,False,True,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__loss_small__variant_03_mask.png,data/processed/masks/mask_robustness/p026__loss_small__variant_03_mask.png,p026__loss_small__variant_03_damaged.png,data/processed/damaged/mask_robustness/p026__loss_small__variant_03_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,9897bee26f84d7aec9afab4a8398d3ed413254acf2bfbd2869e9f79a1bb86262,9f84e135fee3883d30b5898ef38595c3fff226412cfaa4ea899419115e48cf93,3060,727830,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:31.920455+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__loss_small__variant_04,p026__loss_small__variant_04,p026__loss_small,p026,2,loss_small,1,4,20260606,33148239,3335137162,853347947,1,2565101600,20,0.5,4.5,18282,18235,4.488372321991179,-0.011627678008821363,0.011627678008821363,0.9890513049453038,18689,406272,0,119,768,648,768,768,589824,183552,18235,18235,0,4.488372,3.0916,239,119,635,557,396,438,173448,0.105132,1.106061,5,6090,2126,3647.0,2849.0,1523.686976,0.333973,1.230703,1.263503,1.72973,True,0,418.48664655881544,320.9279956128325,0.545614923805496,0.38243938563036456,top_right,0.515625,0.8279773156899811,0.4269258034026465,False,False,True,False,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__loss_small__variant_04_mask.png,data/processed/masks/mask_robustness/p026__loss_small__variant_04_mask.png,p026__loss_small__variant_04_damaged.png,data/processed/damaged/mask_robustness/p026__loss_small__variant_04_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,26e8a6f9aa185209e408761b484566f7cb2ab6c190dda0f548e5c59207c8b8ca,7e1caf204fbc5fb681d8ad3a212fa88632d6f23e434702db5c2d6eb7a476ff48,3070,733799,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:32.533782+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__loss_small__variant_05,p026__loss_small__variant_05,p026__loss_small,p026,2,loss_small,1,5,20260606,33148239,3335137162,235646568,1,1464710319,20,0.5,4.5,18282,18265,4.495756537492124,-0.004243462507876217,0.004243462507876217,1.3799117721912322,9597,406272,0,119,768,648,768,768,589824,183552,18265,18265,0,4.495757,3.096686,249,260,768,606,519,346,179574,0.101713,1.5,4,5846,3178,4566.25,4620.5,977.707107,0.320066,0.984562,1.084742,1.147368,True,0,513.2683821516562,402.1372570490008,0.6691895464819507,0.536244805017047,bottom_right,0.67578125,0.6540642722117203,0.4420043714555766,False,True,False,False,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__loss_small__variant_05_mask.png,data/processed/masks/mask_robustness/p026__loss_small__variant_05_mask.png,p026__loss_small__variant_05_damaged.png,data/processed/damaged/mask_robustness/p026__loss_small__variant_05_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,07b19e090ac98b78e861daf22cb571ebf43317965f39c84d21d558391e12e3c5,90268e186541c805b0fc3605cbbfebac6b54086889044a94fe81c307945e3a17,2377,729259,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:33.142058+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__scratch_thin__variant_01,p026__scratch_thin__variant_01,p026__scratch_thin,p026,2,scratch_thin,0,1,20260606,33148239,4028276391,189460486,1,4216394504,20,0.5,2.0,8125,8139,2.0033376654064274,0.003337665406427437,0.003337665406427437,1.2405372227665326,5797,406272,0,119,768,648,768,768,589824,183552,8139,8139,0,2.003338,1.379903,140,119,768,648,628,529,332212,0.024499,1.187146,3,7370,307,2713.0,462.0,3293.604206,0.905517,0.738422,1.456499,2.05,True,0,475.7025433099889,360.3649096940656,0.6202119208735188,0.4571305107842152,top_right,0.8177083333333334,1.0,0.8177083333333334,False,True,True,True,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__scratch_thin__variant_01_mask.png,data/processed/masks/mask_robustness/p026__scratch_thin__variant_01_mask.png,p026__scratch_thin__variant_01_damaged.png,data/processed/damaged/mask_robustness/p026__scratch_thin__variant_01_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,904622fa302b2ffa52fe3e7deb37757a868809d813b808606b35b0726d15f494,e293a6a3077008f1948b600aa1b56dfc48b9d29bea1a0d6866e99f73dea5c286,5222,762349,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:05.328859+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__scratch_thin__variant_02,p026__scratch_thin__variant_02,p026__scratch_thin,p026,2,scratch_thin,0,2,20260606,33148239,4028276391,1643420824,1,2827040673,20,0.5,2.0,8125,8220,2.0232750472589793,0.02327504725897933,0.02327504725897933,0.8400737849822278,11513,406272,0,119,768,648,768,768,589824,183552,8220,8220,0,2.023275,1.393636,123,119,768,563,645,444,286380,0.028703,1.452703,6,3100,111,1370.0,894.0,1187.903335,0.377129,1.476843,4.704068,19.166667,True,0,512.3102189781022,297.89136253041363,0.6679403115751006,0.338809398731844,top_right,0.83984375,0.8393194706994329,0.7048972117202268,False,True,True,False,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__scratch_thin__variant_02_mask.png,data/processed/masks/mask_robustness/p026__scratch_thin__variant_02_mask.png,p026__scratch_thin__variant_02_damaged.png,data/processed/damaged/mask_robustness/p026__scratch_thin__variant_02_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,ce52bb5a9dffeeb3c4b46107fdb7302dd4585455a0d76714e7604f8589b18765,ff97ab5bc612130be8ebe5ec033188179614e26c431364b61fa79d69968a5e07,5522,761889,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:10.439878+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__scratch_thin__variant_03,p026__scratch_thin__variant_03,p026__scratch_thin,p026,2,scratch_thin,0,3,20260606,33148239,4028276391,1428238975,1,2496933024,20,0.5,2.0,8125,8049,1.9811850189035918,-0.018814981096408223,0.018814981096408223,3.7493641064419374,15252,406272,0,119,768,648,768,768,589824,183552,8049,8049,0,1.981185,1.364644,101,119,768,366,667,247,164749,0.048856,2.700405,1,8049,8049,8049.0,8049.0,0.0,1.0,0.246141,2.700405,2.700405,True,0,390.1490868430861,150.86395825568394,0.5086689528593039,0.060348405787280186,top_right,0.8684895833333334,0.4669187145557656,0.40551403985507245,False,True,True,False,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__scratch_thin__variant_03_mask.png,data/processed/masks/mask_robustness/p026__scratch_thin__variant_03_mask.png,p026__scratch_thin__variant_03_damaged.png,data/processed/damaged/mask_robustness/p026__scratch_thin__variant_03_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,1a0bb6e297bfdf8540c0739623962b65ddf61e9423a24609a2dfb946b7ea7524,b37831af9fb37d24b7037e513b5bdfdd6727bd6bfb78ba7141ee3e14ccb94f6e,1203,746608,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:12.416562+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p026__scratch_thin__variant_04,p026__scratch_thin__variant_04,p026__scratch_thin,p026,2,scratch_thin,0,4,20260606,33148239,4028276391,1614167973,1,1825003248,20,0.5,2.0,8125,7698,1.8947896975425331,-0.10521030245746688,0.10521030245746688,1.0313199759468514,7639,406272,0,119,768,648,768,768,589824,183552,7698,7698,0,1.89479,1.305135,25,119,686,648,661,529,349669,0.022015,1.249527,8,3133,67,962.25,594.5,877.790515,0.406989,1.969124,2.934126,6.703704,True,0,397.7486360093531,358.55196154845413,0.5185771004033287,0.4536968968720722,top_right,0.8606770833333334,1.0,0.8606770833333334,False,False,True,True,constant_rgb,255,255,255,data/processed/clean/p026_clean.png,p026__scratch_thin__variant_04_mask.png,data/processed/masks/mask_robustness/p026__scratch_thin__variant_04_mask.png,p026__scratch_thin__variant_04_damaged.png,data/processed/damaged/mask_robustness/p026__scratch_thin__variant_04_damaged.png,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,0f9306e525a52868ca07bd17cdd3ea49ef1f9ab9dde3c5ba6bd006add4068db1,f153da41fbe04c8d95fbc044a44267fa5460541deb4eed21c42d34fd77269900,4460,759314,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:17.238538+00:00,generated,ok,,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
