record_type,case_id,effect_mask_path,degraded_path,effect_mask_exists,degraded_exists,effect_mask_readable,degraded_readable,effect_mask_dimensions_valid,degraded_dimensions_valid,effect_mask_mode_valid,degraded_mode_valid,unexpected_effect_mask,unexpected_degraded,inventory_passed,issue
expected_case,p043__blur__mild,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__blur__mild_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__blur__mild_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__blur__moderate,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__blur__moderate_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__blur__moderate_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__blur__severe,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__blur__severe_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__blur__severe_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__dirt_dust__mild,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__dirt_dust__mild_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__dirt_dust__mild_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__dirt_dust__moderate,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__dirt_dust__moderate_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__dirt_dust__moderate_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__dirt_dust__severe,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__dirt_dust__severe_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__dirt_dust__severe_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__discolouration__mild,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__discolouration__mild_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__discolouration__mild_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__discolouration__moderate,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__discolouration__moderate_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__discolouration__moderate_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__discolouration__severe,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__discolouration__severe_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__discolouration__severe_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__fading__mild,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__fading__mild_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__fading__mild_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__fading__moderate,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__fading__moderate_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__fading__moderate_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__fading__severe,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__fading__severe_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__fading__severe_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__partial_transparency__mild,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__partial_transparency__mild_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__partial_transparency__mild_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__partial_transparency__moderate,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__partial_transparency__moderate_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__partial_transparency__moderate_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__partial_transparency__severe,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__partial_transparency__severe_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__partial_transparency__severe_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__water_stain__mild,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__water_stain__mild_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__water_stain__mild_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__water_stain__moderate,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__water_stain__moderate_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__water_stain__moderate_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__water_stain__severe,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__water_stain__severe_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__water_stain__severe_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__blur_fading__moderate,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__blur_fading__moderate_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__blur_fading__moderate_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__fading_discolouration__moderate,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__fading_discolouration__moderate_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__fading_discolouration__moderate_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
expected_case,p043__water_stain_dirt__moderate,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\synthetic_degradation\p043__water_stain_dirt__moderate_effect_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\degraded\synthetic_degradation\p043__water_stain_dirt__moderate_degraded.png,True,True,True,True,True,True,True,True,False,False,True,
