original_case_id,case_id,painting_id,mask_id,mask_type,category,title,uncertainty_selection_role,num_seed_outputs,seeds,image_height,image_width,mask_pixel_count,mask_fraction,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,bbox_pixel_count,full_std_mean,full_std_max,full_variance_mean,full_mad_mean,masked_std_mean,masked_std_max,masked_variance_mean,masked_mad_mean,bbox_std_mean,bbox_std_max,bbox_variance_mean,bbox_mad_mean,lpips_pair_count,mean_pairwise_lpips,median_pairwise_lpips,max_pairwise_lpips,range_pairwise_lpips,feature_pair_count,mean_pairwise_clip_similarity,mean_pairwise_dinov2_similarity,mean_clip_uncertainty_distance,mean_dinov2_uncertainty_distance,max_clip_uncertainty_distance,max_dinov2_uncertainty_distance,range_pairwise_clip_similarity,range_pairwise_dinov2_similarity,masked_std_mean_normalized,masked_mad_mean_normalized,bbox_std_mean_normalized,mean_pairwise_lpips_normalized,mean_clip_uncertainty_distance_normalized,mean_dinov2_uncertainty_distance_normalized,combined_uncertainty_index,uncertainty_rank_high_to_low,refined_overall_metric_vote,refined_metric_ties,refined_mixed_metric_outcome,refined_stable_diffusion_metric_wins,stable_diffusion_inpainting_mse_improvement,stable_diffusion_inpainting_psnr_improvement,stable_diffusion_inpainting_ssim_improvement,stable_diffusion_inpainting_lpips_improvement,stable_diffusion_inpainting_clip_improvement,stable_diffusion_inpainting_dinov2_improvement,winner_mse_improvement,winner_psnr_improvement,winner_ssim_improvement,winner_lpips_improvement,winner_clip_improvement,winner_dinov2_improvement,stable_diffusion_won_refined_vote,stable_diffusion_zero_metric_wins,stable_diffusion_low_metric_wins,uncertainty_performance_quadrant
p018_mixed_damage,p018_mixed_damage,p018,p018_mixed_damage,mixed_damage,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,44279,0.07507154676649305,0,114,768,653,768,539,413952,0.011256400495767593,0.36521077156066895,0.0006624180823564529,0.009728146716952324,0.05497707426548004,0.36521077156066895,0.007388950791209936,0.047767169773578644,0.01421833410859108,0.36521077156066895,0.0009350160253234208,0.012315959669649601,6,0.06473119681080182,0.06689530611038208,0.07469967752695084,0.025377854704856873,6,0.9696198503176371,0.9094822804133097,0.030380149682362873,0.09051771958669026,0.038083672523498535,0.1402125358581543,0.013714313507080078,0.09968024492263794,0.17087807175043593,0.16735626258336264,0.07115699210886739,0.1011788658969166,0.11213026406289449,0.13120374328772752,0.12565069994836744,25,lama,0,True,0,24390.736206054688,12.688096780959205,-0.1789784217840191,0.2255993708968162,0.1264335513114929,0.0143761038780212,opencv_telea,opencv_telea,lama,lama,lama,lama,False,True,True,middle_region
p010_mixed_damage,p010_mixed_damage,p010,p010_mixed_damage,mixed_damage,portrait_figure,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,48195,0.0817108154296875,0,20,768,747,768,727,558336,0.01910676807165146,0.3011362850666046,0.0007330390508286655,0.01652180589735508,0.046361662447452545,0.3011362850666046,0.003751585725694895,0.040299609303474426,0.019778616726398468,0.3011362850666046,0.0007712992373853922,0.017111102119088173,6,0.09963581586877505,0.10043630748987198,0.1052141785621643,0.011111713945865631,6,0.980422705411911,0.8984879752000173,0.01957729458808899,0.10151202479998271,0.028102755546569824,0.14790070056915283,0.013975322246551514,0.09023696184158325,0.09569132745185728,0.09468402266641217,0.13933143211442428,0.18316452995472823,0.06479174466084503,0.14986902927701085,0.12125534768754631,26,lama,0,True,0,39206.937255859375,15.686700452572396,-0.3860181992343435,0.3061521053314209,0.1509695053100586,0.1639707386493683,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region
p041_loss_small,p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,19064,0.03232150607638889,50,120,511,516,461,396,182556,0.01435522548854351,0.20095022022724152,0.00046508258674293756,0.012425987981259823,0.05471993237733841,0.20095022022724152,0.003946513868868351,0.04742860794067383,0.02351691760122776,0.20095022022724152,0.0010196579387411475,0.02036672830581665,6,0.08860243484377861,0.08797790855169296,0.09337753057479858,0.007431328296661377,6,0.9914069871107737,0.9699167708555857,0.008593012889226278,0.030083229144414265,0.010157167911529541,0.0503121018409729,0.0031769871711730957,0.02925264835357666,0.16863399313869698,0.1640614721566789,0.1851666146458959,0.15724878887086846,0.01665820701904074,0.028602712496088974,0.12006196472121165,27,tie_lama_opencv_telea,0,True,0,15176.734130859377,12.475086139614726,-0.5857347173309745,0.0792187005281448,0.0791932344436645,0.0887479782104492,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,False,True,True,middle_region
p021_mixed_damage,p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,50041,0.08484056260850695,43,0,724,768,681,768,523008,0.01587275229394436,0.2859642803668976,0.0007270228816196322,0.013719875365495682,0.054940950125455856,0.2859642803668976,0.00513561861589551,0.04744776710867882,0.01718582771718502,0.2859642803668976,0.00081548624439165,0.014853816479444504,6,0.0781466414531072,0.0785699337720871,0.08798489719629288,0.021761015057563782,6,0.982529749472936,0.9667588174343109,0.017470250527064007,0.03324118256568909,0.020564138889312744,0.037754595279693604,0.005563497543334961,0.0077440738677978516,0.17056281619024075,0.16424792389810663,0.10754133241884571,0.13268971366762086,0.055558597933117994,0.0339640429854104,0.1107607378488904,28,lama,0,False,0,24060.83374023437,13.359440655341125,-0.2450447792279467,0.2123121321201324,0.1840514540672302,0.0479581952095031,lama,lama,lama,lama,lama,lama,False,True,True,middle_region
p018_scratch_thin,p018_scratch_thin,p018,p018_scratch_thin,scratch_thin,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,11250,0.019073486328125,0,116,768,653,768,537,412416,0.009165670722723007,0.334787517786026,0.0003150908160023391,0.00793268159031868,0.06023343279957771,0.30683985352516174,0.006772871129214764,0.052342094480991364,0.01166458334773779,0.334787517786026,0.00044489611173048615,0.010094566270709038,6,0.04624595151593288,0.04680931940674782,0.06273039430379868,0.03661846183240414,6,0.9825417995452881,0.971736083428065,0.017458200454711914,0.028263916571935017,0.031109213829040527,0.03343456983566284,0.02416616678237915,0.011757194995880127,0.21675034035376506,0.211878168669038,0.03984553907636096,0.057759824186298714,0.05550579406054379,0.02551402350570442,0.10120894830861848,29,lama,0,True,0,36395.1982421875,10.416011550036568,-0.2019508745028855,0.1852278709411621,0.0600785613059997,0.0075247287750244,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region
p010_scratch_thin,p010_scratch_thin,p010,p010_scratch_thin,scratch_thin,portrait_figure,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,10545,0.017878214518229168,0,116,768,747,768,631,484608,0.014322783797979355,0.34453070163726807,0.00041875444003380835,0.012399666011333466,0.05173550546169281,0.34453070163726807,0.004899812862277031,0.04496033489704132,0.015300086699426174,0.34453070163726807,0.0004675617383327335,0.013242584653198719,6,0.05952706187963486,0.06030089408159256,0.06404110044240952,0.012747183442115784,6,0.9905925691127777,0.9520027836163839,0.00940743088722229,0.04799721638361613,0.010483801364898682,0.07102900743484497,0.0028474926948547363,0.04102271795272827,0.1425888837319808,0.14004091932345897,0.08442032460001767,0.08895514108073888,0.02022701747359806,0.059015702543319205,0.08920799812551893,30,tie_lama_opencv_telea,0,True,0,38657.36669921875,10.017418442118384,-0.4591242765720543,0.1666091382503509,0.0787569880485534,0.0020129084587097,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,False,True,True,middle_region
p037_scratch_thin,p037_scratch_thin,p037,p037_scratch_thin,scratch_thin,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,12338,0.020918104383680556,0,78,768,689,768,611,469248,0.009023403748869896,0.27231281995773315,0.00023918120132293552,0.00781488697975874,0.05023855343461037,0.27231281995773315,0.0044510201551020145,0.04386205971240997,0.010492732748389244,0.27231281995773315,0.00029725636704824865,0.009092784486711025,6,0.045784556617339454,0.04564301669597626,0.05934768542647362,0.027618594467639923,6,0.9843767086664835,0.9708000918229421,0.01562329133351644,0.029199908177057903,0.021345436573028564,0.03385782241821289,0.009338796138763428,0.011714398860931396,0.1295249755097439,0.12935280798751575,0.02547751790331728,0.056676077445179995,0.04746515292663179,0.02710307808025494,0.06926660164210727,31,opencv_telea,0,False,0,19806.36828613281,12.572466354418928,-0.1745834234708793,0.1940653175115585,0.1726832389831543,-0.0182195305824279,opencv_telea,opencv_telea,opencv_telea,opencv_telea,opencv_telea,opencv_telea,False,True,True,low_uncertainty_low_reference_performance
p009_scratch_thin,p009_scratch_thin,p009,p009_scratch_thin,scratch_thin,portrait_figure,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,9528,0.016153971354166668,59,43,708,751,649,708,459492,0.013004657812416553,0.2490696907043457,0.0003862209850922227,0.011247027665376663,0.05338358134031296,0.2490689605474472,0.004586886148899794,0.046259939670562744,0.014839151874184608,0.2490696907043457,0.0004724125028587878,0.012834570370614529,6,0.021655254065990448,0.02178207878023386,0.02418576553463936,0.004342801868915558,6,0.9947430491447449,0.9759329259395599,0.005256950855255127,0.024067074060440063,0.006634771823883057,0.03221619129180908,0.003689289093017578,0.02045416831970215,0.1569716506022984,0.15268831471806832,0.07876881805801846,0.0,0.0020394570734552785,0.01838894700388731,0.06814286457595463,32,opencv_telea,0,True,0,17224.64697265625,6.4813496088069416,-0.4429015632988266,0.0703356564044952,0.0310767889022827,-0.0080227851867675,opencv_telea,opencv_telea,opencv_telea,lama,lama,opencv_telea,False,True,True,low_uncertainty_low_reference_performance
p031_scratch_thin,p031_scratch_thin,p031,p031_scratch_thin,scratch_thin,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,15636,0.026509602864583332,0,0,768,768,768,768,589824,0.013451999984681606,0.24365182220935822,0.000421936041675508,0.011637941002845764,0.049358297139406204,0.24365182220935822,0.0037419009022414684,0.04284757748246193,0.013451999984681606,0.24365182220935822,0.000421936041675508,0.011637941002845764,6,0.025014519691467285,0.024872472509741783,0.028555382043123245,0.005959680303931236,6,0.9937092959880829,0.9685299197832743,0.006290704011917114,0.03147008021672567,0.008804082870483398,0.03679704666137695,0.004686534404754639,0.01486361026763916,0.12184297418669138,0.11948014658739477,0.061760994936464815,0.007890406212251337,0.006569402484785692,0.030957201605408925,0.058083521002166155,33,opencv_telea,0,True,0,18595.332397460938,11.24604673227149,-0.2571735904821831,0.1264384090900421,0.0165656208992004,0.0226385593414306,opencv_telea,opencv_telea,opencv_telea,lama,opencv_telea,opencv_telea,False,True,True,low_uncertainty_low_reference_performance
p041_scratch_thin,p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,11793,0.019994099934895832,0,62,768,705,768,643,493824,0.015974584966897964,0.27913814783096313,0.000565509544685483,0.013814941048622131,0.04280859977006912,0.27913814783096313,0.0030445423908531666,0.03702238202095032,0.018378647044301033,0.27913814783096313,0.0006723622791469097,0.01589680276811123,6,0.045743233213822045,0.04595386050641537,0.05546756088733673,0.019216351211071014,6,0.9924303789933523,0.9831193586190542,0.007569621006647746,0.016880641380945843,0.009800910949707031,0.02265244722366333,0.004104554653167725,0.010135889053344727,0.06468373075842224,0.06279095018424934,0.122166450464735,0.05657901502851598,0.012173665102429935,0.0061883741979481275,0.05409703095605011,34,opencv_telea,0,True,0,24521.362548828125,10.948644924007882,-0.5650127310628693,0.1707083731889724,0.0799188017845153,0.2214126586914062,opencv_telea,opencv_telea,opencv_telea,lama,lama,opencv_telea,False,True,True,low_uncertainty_low_reference_performance
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,6537,0.011082967122395834,95,103,768,532,673,429,288717,0.009287368506193161,0.2224774956703186,0.00020153343211859465,0.008028182201087475,0.043842069804668427,0.21448321640491486,0.0029691976960748434,0.037686485797166824,0.012268466874957085,0.2224774956703186,0.00033137694117613137,0.010598965920507908,6,0.05157463190456232,0.05172212980687618,0.0540868416428566,0.0054797641932964325,6,0.9877025087674459,0.9714116156101227,0.012297491232554117,0.02858838438987732,0.015765905380249023,0.03988206386566162,0.004792332649230957,0.020954012870788574,0.07370282919189113,0.06925382506128201,0.04724973489275823,0.07027608742034272,0.03289137115942155,0.02606488001720908,0.053239787957150786,35,opencv_telea,0,True,0,19218.38732910156,10.496163432547377,-0.3547534756914147,0.1358342617750167,0.0497865080833435,0.0268035531044006,opencv_telea,opencv_telea,opencv_telea,opencv_telea,lama,opencv_telea,False,True,True,low_uncertainty_low_reference_performance
p043_scratch_thin,p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,9357,0.015864054361979168,0,62,768,705,768,643,493824,0.010852242819964886,0.26868119835853577,0.00026909506414085627,0.009374888613820076,0.044426340609788895,0.26868119835853577,0.0033961180597543716,0.03843316808342934,0.012261899188160896,0.26868119835853577,0.0003184427332598716,0.010596441105008125,6,0.023144506538907688,0.0229997206479311,0.02405092492699623,0.0016688592731952667,6,0.9853011071681976,0.9625040888786316,0.014698892831802368,0.03749591112136841,0.027424633502960205,0.05853646993637085,0.019470155239105225,0.0426904559135437,0.07880176358453342,0.07652033123371198,0.04716920870367063,0.003498028519923567,0.04341440374720309,0.04118739396192402,0.04843185495849445,36,lama,0,True,0,27597.905517578125,11.13705540190308,-0.2764273321735692,0.1646286621689796,0.0484622716903686,0.0719383955001831,lama,lama,opencv_telea,lama,lama,lama,False,True,True,low_uncertainty_low_reference_performance
p021_loss_small,p021_loss_small,p021,p021_loss_small,loss_small,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,17382,0.029469807942708332,77,0,689,768,612,768,470016,0.010118838399648666,0.24864549934864044,0.00026015820913016796,0.008756282739341259,0.0453743040561676,0.24864549934864044,0.0035639116540551186,0.03941231593489647,0.011462126858532429,0.24864549934864044,0.00031553010921925306,0.009919345378875732,6,0.025773654070993263,0.025857163593173027,0.028132330626249313,0.004994921386241913,6,0.9901642004648844,0.9867644608020782,0.00983579953511556,0.013235539197921753,0.013311982154846191,0.018058061599731445,0.00810784101486206,0.008242607116699219,0.08707464557238406,0.08604912820306454,0.037363226804523725,0.009673497903101208,0.02210414508223126,0.0,0.04037744059421747,37,lama,0,False,0,36244.25830078125,17.2259426798553,-0.2712728828616737,0.0858667269349098,0.035118818283081,-0.0138382911682128,lama,lama,lama,lama,lama,lama,False,True,True,low_uncertainty_low_reference_performance
p010_loss_small,p010_loss_small,p010,p010_loss_small,loss_small,portrait_figure,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,19716,0.033426920572916664,18,92,738,691,720,599,431280,0.012475773692131042,0.23544038832187653,0.0002904710709117353,0.010793139226734638,0.035396695137023926,0.20039182901382446,0.0018722712993621826,0.030570190399885178,0.01372948382049799,0.23544038832187653,0.0003357514215167612,0.011873790994286537,6,0.06088693564136823,0.061099959537386894,0.06445517390966415,0.009550023823976517,6,0.9893475472927094,0.9650927186012268,0.01065245270729065,0.03490728139877319,0.015306711196899414,0.043177008628845215,0.006648421287536621,0.019939064979553223,0.0,0.0,0.06516321500650067,0.09214927860177387,0.0256827501545373,0.03679261747034714,0.0366313102055265,38,tie_lama_opencv_telea,0,True,0,43180.51480102539,20.34558855020845,-0.4718088307832965,0.161634162068367,0.0949597954750061,0.001774251461029,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,False,True,True,low_uncertainty_low_reference_performance
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,7395,0.012537638346354166,43,0,724,768,681,768,523008,0.010196005925536156,0.3080800771713257,0.00025387582718394697,0.00881756842136383,0.04133828356862068,0.3080800771713257,0.0034426639322191477,0.03579454869031906,0.011061178520321846,0.3080800771713257,0.0002844961127266288,0.009565994143486023,6,0.022370098779598873,0.022139263339340687,0.024099605157971382,0.0032638069242239,6,0.9952084620793661,0.9846044580141703,0.004791537920633952,0.015395541985829672,0.006946980953216553,0.018375515937805176,0.0037485361099243164,0.006984293460845947,0.05185227352673863,0.05084201468665467,0.03244721258231068,0.0016790619730317712,0.0,0.003667086640928071,0.02341460823494397,39,lama,0,False,0,31118.88256835937,10.999164138235503,-0.2750102441315704,0.1030701324343681,0.0191894173622131,-0.0153008103370666,lama,lama,lama,lama,lama,lama,False,True,True,low_uncertainty_low_reference_performance
p011_scratch_thin,p011_scratch_thin,p011,p011_scratch_thin,scratch_thin,landscape_natural,View of Haarlem and the Haarlemmer Meer,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,10323,0.0175018310546875,0,104,768,664,768,560,430080,0.006891604047268629,0.23660141229629517,0.0001413085265085101,0.00595487467944622,0.03615361452102661,0.23660141229629517,0.0022418098524212837,0.03138132020831108,0.008414795622229576,0.23660141229629517,0.00019028387032449245,0.007273417431861162,6,0.026132960182925064,0.025903187692165375,0.028265303000807762,0.0038825850933790207,6,0.9950496455033621,0.9865402082602183,0.00495035449663798,0.013459791739781698,0.005686759948730469,0.019681215286254883,0.0014559626579284668,0.010143458843231201,0.0066056394495924665,0.007893691691912697,0.0,0.01051745354512762,0.0006959402397722425,0.0003807187217777911,0.0043489072746971365,40,lama,0,True,0,25358.513916015625,10.437852352457105,-0.2086062639116778,0.190950408577919,0.0342658162117004,-0.064848780632019,lama,lama,opencv_telea,lama,lama,lama,False,True,True,low_uncertainty_low_reference_performance
