rank_group,rank_position,evaluation_region,dataset_name,case_id,lpips_case_id,restoration_case_id,painting_id,category,title,artist,style,mask_type,is_zero_control,region_pixel_count,damaged_lpips,restored_lpips,lpips_improvement
strongest_improvement,9,mask_bbox_crop,damage_size,damage_size__p026__loss_large__size_06pct,lama__damage_size__damage_size__p026__loss_large__size_06pct,lama__damage_size__damage_size__p026__loss_large__size_06pct,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,44521,0.662642,0.144449,0.518193
strongest_improvement,10,mask_bbox_crop,damage_size,damage_size__p026__loss_large__size_08pct,lama__damage_size__damage_size__p026__loss_large__size_08pct,lama__damage_size__damage_size__p026__loss_large__size_08pct,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,57600,0.664267,0.147762,0.516505
strongest_improvement,11,mask_bbox_crop,mask_robustness,mask_robustness__p001__loss_large__variant_03,lama__mask_robustness__mask_robustness__p001__loss_large__variant_03,lama__mask_robustness__mask_robustness__p001__loss_large__variant_03,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,122500,0.721254,0.204866,0.516388
strongest_improvement,12,mask_bbox_crop,canonical,canonical__p027_loss_large,lama__canonical__canonical__p027_loss_large,lama__canonical__canonical__p027_loss_large,p027,architecture_structured,Italian Landscape with the Ponte Lucano over the Aniene River,Jan Both,,loss_large,False,95481,0.779321,0.263946,0.515375
strongest_improvement,13,mask_bbox_crop,damage_size,damage_size__p001__loss_large__size_06pct,lama__damage_size__damage_size__p001__loss_large__size_06pct,lama__damage_size__damage_size__p001__loss_large__size_06pct,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,90601,0.653519,0.14083,0.51269
strongest_improvement,14,mask_bbox_crop,damage_size,damage_size__p026__loss_large__size_10pct,lama__damage_size__damage_size__p026__loss_large__size_10pct,lama__damage_size__damage_size__p026__loss_large__size_10pct,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,71289,0.674013,0.17178,0.502234
strongest_improvement,15,mask_bbox_crop,canonical,canonical__p013_loss_large,lama__canonical__canonical__p013_loss_large,lama__canonical__canonical__p013_loss_large,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,loss_large,False,94864,0.707907,0.205829,0.502079
strongest_improvement,16,mask_bbox_crop,mask_robustness,mask_robustness__p001__scratch_thin__variant_04,lama__mask_robustness__mask_robustness__p001__scratch_thin__variant_04,lama__mask_robustness__mask_robustness__p001__scratch_thin__variant_04,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,514089,0.50447,0.005423,0.499048
strongest_improvement,17,mask_bbox_crop,mask_robustness,mask_robustness__p001__loss_large__variant_01,lama__mask_robustness__mask_robustness__p001__loss_large__variant_01,lama__mask_robustness__mask_robustness__p001__loss_large__variant_01,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,131044,0.775872,0.278045,0.497828
strongest_improvement,18,mask_bbox_crop,mask_robustness,mask_robustness__p001__scratch_thin__variant_05,lama__mask_robustness__mask_robustness__p001__scratch_thin__variant_05,lama__mask_robustness__mask_robustness__p001__scratch_thin__variant_05,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,589824,0.498262,0.002608,0.495653
strongest_improvement,19,mask_bbox_crop,canonical,canonical__p050_loss_large,lama__canonical__canonical__p050_loss_large,lama__canonical__canonical__p050_loss_large,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,loss_large,False,102400,0.749753,0.258415,0.491338
strongest_improvement,20,mask_bbox_crop,canonical,canonical__p032_loss_large,lama__canonical__canonical__p032_loss_large,lama__canonical__canonical__p032_loss_large,p032,abstraction_surrealism,Composition (No. 1) Gray-Red,Piet Mondrian,,loss_large,False,148996,0.541988,0.055696,0.486291
weakest_improvement,1,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p043__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,376996,0.066158,0.409115,-0.342957
weakest_improvement,2,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p018__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,265225,0.049984,0.385922,-0.335938
weakest_improvement,3,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p039__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,False,182329,0.015964,0.351621,-0.335657
weakest_improvement,4,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p001__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,492804,0.191041,0.494588,-0.303547
weakest_improvement,5,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p039__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,False,370881,0.032016,0.315672,-0.283656
weakest_improvement,6,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p026__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,346921,0.031275,0.277123,-0.245848
weakest_improvement,7,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p039__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__mild,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,False,38809,0.002037,0.175717,-0.17368
weakest_improvement,8,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p043__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,318096,0.01295,0.172988,-0.160038
weakest_improvement,9,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p043__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,69696,0.005544,0.162985,-0.157441
weakest_improvement,10,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p001__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,446224,0.047593,0.196815,-0.149222
weakest_improvement,11,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p018__water_stain__mild,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,123904,0.003875,0.138224,-0.134349
weakest_improvement,12,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p039__water_stain__moderate,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,False,127449,0.009503,0.141631,-0.132128
weakest_improvement,13,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p018__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,111556,0.019694,0.133791,-0.114097
weakest_improvement,14,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p026__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,51076,0.002667,0.111216,-0.108548
weakest_improvement,15,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p018__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,326041,0.01083,0.110794,-0.099964
weakest_improvement,16,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p001__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p001__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p001__water_stain__severe,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,14161,0.042552,0.134495,-0.091943
weakest_improvement,17,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p043__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p043__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p043__water_stain__severe,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,98596,0.021947,0.111696,-0.08975
weakest_improvement,18,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p018__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__severe,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,76729,0.014002,0.073608,-0.059606
weakest_improvement,19,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p043__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p043__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p043__water_stain_dirt__moderate,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,204304,0.010046,0.055397,-0.045351
weakest_improvement,20,mask_bbox_crop,synthetic_degradation,synthetic_degradation__p026__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,219961,0.007919,0.053171,-0.045252
