case_id,painting_id,mask_id,mask_type,category,seed_count,seeds,bbox_margin,boundary_dilation_iterations,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,mask_pixel_count,boundary_ring_pixel_count,image_height,image_width,clean_image_path,damaged_image_path,mask_path,global_pixel_count,global_mean_uncertainty,global_median_uncertainty,global_std_uncertainty,global_max_uncertainty,global_p95_uncertainty,masked_pixel_count,masked_mean_uncertainty,masked_median_uncertainty,masked_std_uncertainty,masked_max_uncertainty,masked_p95_uncertainty,bbox_pixel_count,bbox_mean_uncertainty,bbox_median_uncertainty,bbox_std_uncertainty,bbox_max_uncertainty,bbox_p95_uncertainty,boundary_pixel_count,boundary_mean_uncertainty,boundary_median_uncertainty,boundary_std_uncertainty,boundary_max_uncertainty,boundary_p95_uncertainty,outside_mask_pixel_count,outside_mask_mean_uncertainty,outside_mask_median_uncertainty,outside_mask_std_uncertainty,outside_mask_max_uncertainty,outside_mask_p95_uncertainty,masked_vs_global_mean_uncertainty_ratio,boundary_vs_global_mean_uncertainty_ratio,outside_vs_global_mean_uncertainty_ratio,heatmap_png_path,overlay_png_path,compact_figure_path,heatmap_status,heatmap_error_message
p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,4,"2026,2027,2028,2029",16,8,408,239,740,699,332,460,83367,15432,768,768,data/processed/clean/p031_clean.png,data/processed/masked/p031_loss_large_damaged.png,data/processed/masks/p031_loss_large_mask.png,589824,6.5758748054504395,2.7268269062042236,10.097654342651367,67.91751861572266,32.604769897460905,83367,27.727493286132812,26.988967895507812,13.009593963623047,67.91751861572266,50.21257438659668,152720,17.275758743286133,12.42132568359375,15.195388793945312,67.91751861572266,46.19729099273679,15432,7.723886489868164,5.859436988830566,5.678280353546143,54.08858108520508,19.011855792999263,506457,3.0941431522369385,2.473065137863159,2.262728452682495,54.08858108520508,6.972018337249755,4.216548225794276,1.174579307945522,0.4705295096200814,outputs/figures/uncertainty_heatmaps/heatmap_images/p031_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p031_loss_large_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p031_loss_large_uncertainty_compact.png,ok,
p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,4,"2026,2027,2028,2029",16,8,51,176,754,708,703,532,22150,17319,768,768,data/processed/clean/p031_clean.png,data/processed/masked/p031_loss_small_damaged.png,data/processed/masks/p031_loss_small_mask.png,589824,3.378950357437134,2.150482416152954,4.398332595825195,56.90240478515625,9.53466691970825,22150,19.83845329284668,18.456960678100586,10.240509033203125,56.90240478515625,39.66156005859375,373996,4.044264316558838,2.4020116329193115,5.289984703063965,56.90240478515625,13.604966402053833,17319,7.856262683868408,6.216893672943115,5.668651580810547,48.688594818115234,19.278387641906715,567674,2.7367196083068848,2.0921857357025146,2.2416651248931885,48.688594818115234,6.649182152748106,5.871188131092245,2.3250601013791234,0.8099318754961861,outputs/figures/uncertainty_heatmaps/heatmap_images/p031_loss_small_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p031_loss_small_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p031_loss_small_uncertainty_compact.png,ok,
p031_mixed_damage,p031,p031_mixed_damage,mixed_damage,abstraction_surrealism,4,"2026,2027,2028,2029",16,8,0,0,768,768,768,768,48010,58618,768,768,data/processed/clean/p031_clean.png,data/processed/masked/p031_mixed_damage_damaged.png,data/processed/masks/p031_mixed_damage_mask.png,589824,4.311126708984375,2.432673215866089,5.6969685554504395,69.69635772705078,16.220011711120605,48010,17.724803924560547,16.70474624633789,10.444730758666992,69.69635772705078,37.57304420471188,589824,4.311126708984375,2.432673215866089,5.6969685554504395,69.69635772705078,16.220011711120605,58618,6.311362266540527,4.399372577667236,5.433859825134277,53.81950759887695,17.3307548522949,541814,3.1225438117980957,2.277550220489502,2.882479190826416,53.81950759887695,8.101125049591058,4.111408705874505,1.463970483342084,0.7242987774049267,outputs/figures/uncertainty_heatmaps/heatmap_images/p031_mixed_damage_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p031_mixed_damage_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p031_mixed_damage_uncertainty_compact.png,ok,
p031_scratch_thin,p031,p031_scratch_thin,scratch_thin,abstraction_surrealism,4,"2026,2027,2028,2029",16,8,0,0,768,768,768,768,15636,85634,768,768,data/processed/clean/p031_clean.png,data/processed/masked/p031_scratch_thin_damaged.png,data/processed/masks/p031_scratch_thin_mask.png,589824,3.430259943008423,2.2360680103302,3.7477893829345703,62.13120651245117,10.09982757568359,15636,12.58636474609375,10.222370147705078,8.614041328430176,62.13120651245117,30.17145538330078,589824,3.430259943008423,2.2360680103302,3.7477893829345703,62.13120651245117,10.09982757568359,85634,5.724575519561768,3.855994701385498,5.43007755279541,60.1346321105957,16.927433204650825,574188,3.180925130844116,2.189225673675537,3.1721746921539307,60.1346321105957,8.79929304122925,3.6692160123477513,1.6688459761019492,0.927313140817321,outputs/figures/uncertainty_heatmaps/heatmap_images/p031_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p031_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p031_scratch_thin_uncertainty_compact.png,ok,
p037_loss_large,p037,p037_loss_large,loss_large,abstraction_surrealism,4,"2026,2027,2028,2029",16,8,137,154,438,480,301,326,47216,11074,768,768,data/processed/clean/p037_clean.png,data/processed/masked/p037_loss_large_damaged.png,data/processed/masks/p037_loss_large_mask.png,589824,3.5053186416625977,1.3485374450683594,9.037932395935059,76.83805084228516,11.070740318298324,47216,25.150114059448242,14.913082122802734,22.19759750366211,76.83805084228516,64.42223739624023,98126,13.451173782348633,3.9161577224731445,19.126182556152344,76.83805084228516,60.84409523010254,11074,3.5728683471679688,2.8239097595214844,2.4359970092773438,20.935548782348633,8.442109441757202,542608,1.6218587160110474,1.2629659175872803,1.2655093669891357,26.813642501831055,3.8985765576362588,7.174843875468886,1.0192706290691524,0.4626851014648235,outputs/figures/uncertainty_heatmaps/heatmap_images/p037_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p037_loss_large_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p037_loss_large_uncertainty_compact.png,ok,
p037_loss_small,p037,p037_loss_small,loss_small,abstraction_surrealism,4,"2026,2027,2028,2029",16,8,131,148,766,605,635,457,22216,16491,768,768,data/processed/clean/p037_clean.png,data/processed/masked/p037_loss_small_damaged.png,data/processed/masks/p037_loss_small_mask.png,589824,2.567934036254883,1.3965822458267212,5.385249614715576,87.96695709228516,6.341876816749571,22216,22.331777572631836,16.34499740600586,17.176952362060547,87.96695709228516,56.870211601257324,290195,3.7814886569976807,1.81521475315094,7.414079189300537,87.96695709228516,12.778785037994362,16491,5.407199382781982,3.8903133869171143,4.96284818649292,81.6579818725586,14.780798435211182,567608,1.7943834066390991,1.3562482595443726,1.6435394287109375,81.6579818725586,4.375303053855896,8.69639841615125,2.1056613158223167,0.6987653788289685,outputs/figures/uncertainty_heatmaps/heatmap_images/p037_loss_small_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p037_loss_small_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p037_loss_small_uncertainty_compact.png,ok,
p037_mixed_damage,p037,p037_mixed_damage,mixed_damage,abstraction_surrealism,4,"2026,2027,2028,2029",16,8,0,78,768,689,768,611,48626,65104,768,768,data/processed/clean/p037_clean.png,data/processed/masked/p037_mixed_damage_damaged.png,data/processed/masks/p037_mixed_damage_mask.png,589824,3.6186468601226807,1.4644111394882202,8.050704002380371,81.12641143798828,13.094579172134384,48626,22.276716232299805,14.503406524658203,18.891748428344727,81.12641143798828,59.19736862182617,469248,4.341659069061279,1.7999857664108276,8.881651878356934,81.12641143798828,16.77401666641233,65104,4.1103835105896,2.7028732299804688,4.278645038604736,53.40473556518555,12.480463409423828,541198,1.9422420263290405,1.3581466674804688,2.1169800758361816,53.40473556518555,5.133274698257436,6.156090116509371,1.135889645526602,0.5367315728885129,outputs/figures/uncertainty_heatmaps/heatmap_images/p037_mixed_damage_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p037_mixed_damage_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p037_mixed_damage_uncertainty_compact.png,ok,
p037_scratch_thin,p037,p037_scratch_thin,scratch_thin,abstraction_surrealism,4,"2026,2027,2028,2029",16,8,0,78,768,689,768,611,12338,78759,768,768,data/processed/clean/p037_clean.png,data/processed/masked/p037_scratch_thin_damaged.png,data/processed/masks/p037_scratch_thin_mask.png,589824,2.30096697807312,1.4600590467453003,3.1264114379882812,69.43976593017578,6.455952405929563,12338,12.810831069946289,9.046845436096191,10.942496299743652,69.43976593017578,38.27594299316405,469248,2.675647258758545,1.771499514579773,3.4016871452331543,69.43976593017578,7.338116073608397,78759,4.282959461212158,3.0044548511505127,4.20039701461792,65.87943267822266,11.995164775848373,577486,2.0764236450195312,1.429765224456787,2.239359140396118,65.87943267822266,5.631975531578064,5.567585774307157,1.8613737108843973,0.9024134877999157,outputs/figures/uncertainty_heatmaps/heatmap_images/p037_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p037_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p037_scratch_thin_uncertainty_compact.png,ok,
p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,4,"2026,2027,2028,2029",16,8,0,226,347,615,347,389,67806,12210,768,768,data/processed/clean/p041_clean.png,data/processed/masked/p041_loss_large_damaged.png,data/processed/masks/p041_loss_large_mask.png,589824,4.842395782470703,2.889361619949341,5.826305389404297,57.20087814331055,17.214728450775144,67806,16.199604034423828,14.552562713623047,8.024327278137207,57.20087814331055,31.8979549407959,134983,11.128538131713867,9.180901527404785,8.376039505004883,57.20087814331055,27.84377784729004,12210,10.067052841186523,8.702056884765625,5.83103609085083,50.41182327270508,21.510182857513428,522018,3.3671844005584717,2.4770967960357666,3.3257877826690674,50.41182327270508,9.628257417678826,3.345369674162552,2.0789405229616884,0.6953550566424178,outputs/figures/uncertainty_heatmaps/heatmap_images/p041_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p041_loss_large_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p041_loss_large_uncertainty_compact.png,ok,
p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,4,"2026,2027,2028,2029",16,8,50,120,511,516,461,396,19064,17162,768,768,data/processed/clean/p041_clean.png,data/processed/masked/p041_loss_small_damaged.png,data/processed/masks/p041_loss_small_mask.png,589824,3.6605825424194336,2.5375828742980957,3.8785035610198975,51.2422981262207,11.19445571899413,19064,13.953582763671875,12.92695426940918,6.442576885223389,51.2422981262207,26.25206546783447,182556,5.996814727783203,4.263533115386963,5.121059894561768,51.2422981262207,16.72963523864746,17162,9.221172332763672,7.866305351257324,5.347509860992432,48.2810173034668,19.881757450103756,570760,3.3167850971221924,2.4385812282562256,3.240673303604126,48.2810173034668,9.491144609451288,3.811847585420349,2.5190450428905122,0.9060812178460472,outputs/figures/uncertainty_heatmaps/heatmap_images/p041_loss_small_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p041_loss_small_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p041_loss_small_uncertainty_compact.png,ok,
p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,4,"2026,2027,2028,2029",16,8,69,90,768,705,699,615,41902,38706,768,768,data/processed/clean/p041_clean.png,data/processed/masked/p041_mixed_damage_damaged.png,data/processed/masks/p041_mixed_damage_mask.png,589824,4.858458518981934,2.8640143871307373,5.979068279266357,64.99917602539062,17.246538257598875,41902,18.26451301574707,16.92162322998047,9.739639282226562,64.99917602539062,36.148813247680636,429885,6.139920711517334,3.892313003540039,6.485971927642822,64.99917602539062,19.985005187988275,38706,10.275064468383789,8.973603248596191,6.309084415435791,54.47784423828125,22.430920124053955,547922,3.833238124847412,2.6201179027557373,4.053828239440918,54.47784423828125,11.839280033111569,3.759322613704456,2.1148815837555124,0.7889823700215156,outputs/figures/uncertainty_heatmaps/heatmap_images/p041_mixed_damage_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p041_mixed_damage_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p041_mixed_damage_uncertainty_compact.png,ok,
p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,4,"2026,2027,2028,2029",16,8,0,62,768,705,768,643,11793,75305,768,768,data/processed/clean/p041_clean.png,data/processed/masked/p041_scratch_thin_damaged.png,data/processed/masks/p041_scratch_thin_mask.png,589824,4.073519229888916,2.7848458290100098,4.2714009284973145,71.18022918701172,12.448162603378293,11793,10.916192054748535,9.138508796691895,8.283124923706055,71.18022918701172,26.423192214965812,493824,4.686554431915283,3.412494659423828,4.411277770996094,71.18022918701172,13.287909507751465,75305,7.015199661254883,5.460241317749023,5.946916103363037,64.33442687988281,18.568177032470704,578031,3.9339144229888916,2.7298285961151123,4.030205249786377,64.33442687988281,11.88034725189209,2.6797939108411373,1.7221471774480157,0.9657286958330823,outputs/figures/uncertainty_heatmaps/heatmap_images/p041_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p041_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p041_scratch_thin_uncertainty_compact.png,ok,
p043_loss_large,p043,p043_loss_large,loss_large,high_texture_brushwork,4,"2026,2027,2028,2029",16,8,179,308,510,625,331,317,55790,10654,768,768,data/processed/clean/p043_clean.png,data/processed/masked/p043_loss_large_damaged.png,data/processed/masks/p043_loss_large_mask.png,589824,3.8878490924835205,1.7349114418029785,6.959686756134033,68.5909652709961,19.4633108139038,55790,21.62515640258789,20.281383514404297,11.739669799804688,68.5909652709961,42.688854408264156,104927,13.363154411315918,8.111638069152832,12.454511642456055,68.5909652709961,38.40875473022461,10654,6.009873390197754,4.845645904541016,4.143217086791992,38.14979553222656,14.001804208755502,534034,2.034850597381592,1.5881257057189941,1.6729354858398438,43.73310470581055,4.946586227416992,5.562241700372051,1.545809323298763,0.5233872364237977,outputs/figures/uncertainty_heatmaps/heatmap_images/p043_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p043_loss_large_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p043_loss_large_uncertainty_compact.png,ok,
p043_loss_small,p043,p043_loss_small,loss_small,high_texture_brushwork,4,"2026,2027,2028,2029",16,8,44,110,663,655,619,545,26756,21624,768,768,data/processed/clean/p043_clean.png,data/processed/masked/p043_loss_small_damaged.png,data/processed/masks/p043_loss_small_mask.png,589824,2.999370813369751,1.9514912366867065,4.174895763397217,68.12393951416016,8.043861055374146,26756,16.240182876586914,13.624767303466797,11.028132438659668,68.12393951416016,38.34648513793945,337355,3.8999695777893066,2.379100799560547,5.231576442718506,68.12393951416016,12.677467536926258,21624,5.515178203582764,4.175271034240723,4.29340124130249,50.55220413208008,14.34094805717468,563068,2.3701906204223633,1.8787988424301147,1.9370373487472534,50.55220413208008,5.596512889862061,5.414529857412328,1.838778373321155,0.7902292714041566,outputs/figures/uncertainty_heatmaps/heatmap_images/p043_loss_small_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p043_loss_small_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p043_loss_small_uncertainty_compact.png,ok,
p043_mixed_damage,p043,p043_mixed_damage,mixed_damage,high_texture_brushwork,4,"2026,2027,2028,2029",16,8,0,62,768,705,768,643,46214,63011,768,768,data/processed/clean/p043_clean.png,data/processed/masked/p043_mixed_damage_damaged.png,data/processed/masks/p043_mixed_damage_mask.png,589824,3.763237476348877,2.0037147998809814,5.771672248840332,81.79417419433594,12.955253219604488,46214,17.382768630981445,13.81622314453125,12.17672348022461,81.79417419433594,40.68606128692627,493824,4.318159580230713,2.386091470718384,6.154422283172607,81.79417419433594,15.197901725769043,63011,5.59989595413208,4.37191104888916,4.445786476135254,67.42513275146484,14.05427885055542,543610,2.605398416519165,1.8533315658569336,2.5355913639068604,67.42513275146484,7.099143981933591,4.619099563617056,1.4880527669182908,0.6923289922494218,outputs/figures/uncertainty_heatmaps/heatmap_images/p043_mixed_damage_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p043_mixed_damage_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p043_mixed_damage_uncertainty_compact.png,ok,
p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,4,"2026,2027,2028,2029",16,8,0,62,768,705,768,643,9357,60258,768,768,data/processed/clean/p043_clean.png,data/processed/masked/p043_scratch_thin_damaged.png,data/processed/masks/p043_scratch_thin_mask.png,589824,2.767321825027466,1.946936011314392,3.0188724994659424,68.51370239257812,7.398216271400451,9357,11.328716278076172,8.183709144592285,9.346717834472656,68.51370239257812,31.032941055297837,493824,3.1267833709716797,2.257812023162842,3.1732869148254395,68.51370239257812,8.05345983505249,60258,5.267758846282959,3.689103126525879,5.014509677886963,57.851318359375,14.65938158035274,580467,2.6293137073516846,1.9213372468948364,2.5790839195251465,57.851318359375,6.879356908798217,4.093747295555789,1.9035584439822397,0.9501293539736004,outputs/figures/uncertainty_heatmaps/heatmap_images/p043_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p043_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p043_scratch_thin_uncertainty_compact.png,ok,
