case_id,painting_id,mask_id,mask_type,model_count,opencv_telea_clean_path,opencv_telea_damaged_path,opencv_telea_restored_path,opencv_telea_mask_path,lama_clean_path,lama_damaged_path,lama_restored_path,lama_mask_path,stable_diffusion_inpainting_clean_path,stable_diffusion_inpainting_damaged_path,stable_diffusion_inpainting_restored_path,stable_diffusion_inpainting_mask_path
p013_zero_control,p013,p013_zero_control,zero_control,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p013_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_zero_control_damaged.png,data/processed/restored/lama/p013_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_zero_control_damaged.png,data/processed/restored/stable_diffusion_inpainting/p013_zero_control_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_zero_control_mask.png
p014_loss_large,p014,p014_loss_large,loss_large,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,data/processed/restored/lama/p014_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p014_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png
p014_loss_small,p014,p014_loss_small,loss_small,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_small_damaged.png,data/processed/restored/lama/p014_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p014_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_small_mask.png
p014_mixed_damage,p014,p014_mixed_damage,mixed_damage,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_mixed_damage_damaged.png,data/processed/restored/lama/p014_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p014_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_mixed_damage_mask.png
p014_scratch_thin,p014,p014_scratch_thin,scratch_thin,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_scratch_thin_damaged.png,data/processed/restored/lama/p014_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p014_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_scratch_thin_mask.png
p014_zero_control,p014,p014_zero_control,zero_control,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_zero_control_damaged.png,data/processed/restored/lama/p014_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_zero_control_damaged.png,data/processed/restored/stable_diffusion_inpainting/p014_zero_control_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_zero_control_mask.png
p015_loss_large,p015,p015_loss_large,loss_large,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_large_damaged.png,data/processed/restored/lama/p015_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p015_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_large_mask.png
p015_loss_small,p015,p015_loss_small,loss_small,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_small_damaged.png,data/processed/restored/lama/p015_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p015_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_small_mask.png
p015_mixed_damage,p015,p015_mixed_damage,mixed_damage,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_mixed_damage_damaged.png,data/processed/restored/lama/p015_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p015_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_mixed_damage_mask.png
p015_scratch_thin,p015,p015_scratch_thin,scratch_thin,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_scratch_thin_damaged.png,data/processed/restored/lama/p015_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p015_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_scratch_thin_mask.png
p015_zero_control,p015,p015_zero_control,zero_control,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_zero_control_damaged.png,data/processed/restored/lama/p015_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_zero_control_damaged.png,data/processed/restored/stable_diffusion_inpainting/p015_zero_control_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_zero_control_mask.png
p016_loss_large,p016,p016_loss_large,loss_large,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_loss_large_damaged.png,data/processed/restored/lama/p016_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p016_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_loss_large_mask.png
p016_loss_small,p016,p016_loss_small,loss_small,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_loss_small_damaged.png,data/processed/restored/lama/p016_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p016_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_loss_small_mask.png
p016_mixed_damage,p016,p016_mixed_damage,mixed_damage,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_mixed_damage_damaged.png,data/processed/restored/lama/p016_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p016_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_mixed_damage_mask.png
p016_scratch_thin,p016,p016_scratch_thin,scratch_thin,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_scratch_thin_damaged.png,data/processed/restored/lama/p016_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p016_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_scratch_thin_mask.png
p016_zero_control,p016,p016_zero_control,zero_control,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p016_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_zero_control_damaged.png,data/processed/restored/lama/p016_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p016_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p016_zero_control_damaged.png,data/processed/restored/stable_diffusion_inpainting/p016_zero_control_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p016_zero_control_mask.png
p017_loss_large,p017,p017_loss_large,loss_large,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p017_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_loss_large_damaged.png,data/processed/restored/lama/p017_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p017_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_loss_large_mask.png
p017_loss_small,p017,p017_loss_small,loss_small,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p017_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_loss_small_damaged.png,data/processed/restored/lama/p017_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p017_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_loss_small_mask.png
p017_mixed_damage,p017,p017_mixed_damage,mixed_damage,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p017_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_mixed_damage_damaged.png,data/processed/restored/lama/p017_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p017_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_mixed_damage_mask.png
p017_scratch_thin,p017,p017_scratch_thin,scratch_thin,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p017_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_scratch_thin_damaged.png,data/processed/restored/lama/p017_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_scratch_thin_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_scratch_thin_damaged.png,data/processed/restored/stable_diffusion_inpainting/p017_scratch_thin_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_scratch_thin_mask.png
p017_zero_control,p017,p017_zero_control,zero_control,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p017_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_zero_control_damaged.png,data/processed/restored/lama/p017_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_zero_control_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p017_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p017_zero_control_damaged.png,data/processed/restored/stable_diffusion_inpainting/p017_zero_control_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p017_zero_control_mask.png
p018_loss_large,p018,p018_loss_large,loss_large,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p018_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p018_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p018_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p018_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p018_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p018_loss_large_damaged.png,data/processed/restored/lama/p018_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p018_loss_large_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p018_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p018_loss_large_damaged.png,data/processed/restored/stable_diffusion_inpainting/p018_loss_large_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p018_loss_large_mask.png
p018_loss_small,p018,p018_loss_small,loss_small,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p018_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p018_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p018_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p018_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p018_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p018_loss_small_damaged.png,data/processed/restored/lama/p018_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p018_loss_small_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p018_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p018_loss_small_damaged.png,data/processed/restored/stable_diffusion_inpainting/p018_loss_small_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p018_loss_small_mask.png
p018_mixed_damage,p018,p018_mixed_damage,mixed_damage,3,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p018_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p018_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p018_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p018_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p018_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p018_mixed_damage_damaged.png,data/processed/restored/lama/p018_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p018_mixed_damage_mask.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p018_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p018_mixed_damage_damaged.png,data/processed/restored/stable_diffusion_inpainting/p018_mixed_damage_restored_stable_diffusion_inpainting.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p018_mixed_damage_mask.png
