painting_id,mask_id,mask_type,case_id_opencv,model_name_opencv,clean_path_opencv,damaged_path_opencv,restored_path_opencv,mask_path_opencv,status_opencv,case_id_lama,model_name_lama,clean_path_lama,damaged_path_lama,restored_path_lama,mask_path_lama,status_lama,title,artist,date,category,style_or_period,medium,source,source_url,license,filename
p010,p010_mixed_damage,mixed_damage,p010_mixed_damage,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p010_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_mixed_damage_mask.png,ok,p010_mixed_damage,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_mixed_damage_damaged.png,data/processed/restored/lama/p010_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_mixed_damage_mask.png,ok,Joan of Arc,Jules Bastien-Lepage,1879,portrait_figure,19th century French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/435621,Public Domain / Open Access,p010.jpg
p010,p010_scratch_thin,scratch_thin,p010_scratch_thin,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p010_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_scratch_thin_mask.png,ok,p010_scratch_thin,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_scratch_thin_damaged.png,data/processed/restored/lama/p010_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_scratch_thin_mask.png,ok,Joan of Arc,Jules Bastien-Lepage,1879,portrait_figure,19th century French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/435621,Public Domain / Open Access,p010.jpg
p010,p010_zero_control,zero_control,p010_zero_control,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p010_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_zero_control_mask.png,ok,p010_zero_control,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p010_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p010_zero_control_damaged.png,data/processed/restored/lama/p010_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p010_zero_control_mask.png,ok,Joan of Arc,Jules Bastien-Lepage,1879,portrait_figure,19th century French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/435621,Public Domain / Open Access,p010.jpg
p011,p011_loss_large,loss_large,p011_loss_large,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p011_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_loss_large_mask.png,ok,p011_loss_large,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_loss_large_damaged.png,data/processed/restored/lama/p011_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_loss_large_mask.png,ok,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436558,Public Domain / Open Access,p011.jpg
p011,p011_loss_small,loss_small,p011_loss_small,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p011_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_loss_small_mask.png,ok,p011_loss_small,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_loss_small_damaged.png,data/processed/restored/lama/p011_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_loss_small_mask.png,ok,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436558,Public Domain / Open Access,p011.jpg
p011,p011_mixed_damage,mixed_damage,p011_mixed_damage,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p011_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_mixed_damage_mask.png,ok,p011_mixed_damage,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_mixed_damage_damaged.png,data/processed/restored/lama/p011_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_mixed_damage_mask.png,ok,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436558,Public Domain / Open Access,p011.jpg
p011,p011_scratch_thin,scratch_thin,p011_scratch_thin,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p011_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_scratch_thin_mask.png,ok,p011_scratch_thin,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_scratch_thin_damaged.png,data/processed/restored/lama/p011_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_scratch_thin_mask.png,ok,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436558,Public Domain / Open Access,p011.jpg
p011,p011_zero_control,zero_control,p011_zero_control,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p011_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_zero_control_mask.png,ok,p011_zero_control,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p011_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p011_zero_control_damaged.png,data/processed/restored/lama/p011_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p011_zero_control_mask.png,ok,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436558,Public Domain / Open Access,p011.jpg
p012,p012_loss_large,loss_large,p012_loss_large,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p012_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_loss_large_mask.png,ok,p012_loss_large,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_loss_large_damaged.png,data/processed/restored/lama/p012_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_loss_large_mask.png,ok,An Extensive Wooded Landscape,Philips Koninck,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436831,Public Domain / Open Access,p012.jpg
p012,p012_loss_small,loss_small,p012_loss_small,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p012_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_loss_small_mask.png,ok,p012_loss_small,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_loss_small_damaged.png,data/processed/restored/lama/p012_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_loss_small_mask.png,ok,An Extensive Wooded Landscape,Philips Koninck,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436831,Public Domain / Open Access,p012.jpg
p012,p012_mixed_damage,mixed_damage,p012_mixed_damage,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p012_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_mixed_damage_mask.png,ok,p012_mixed_damage,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_mixed_damage_damaged.png,data/processed/restored/lama/p012_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_mixed_damage_mask.png,ok,An Extensive Wooded Landscape,Philips Koninck,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436831,Public Domain / Open Access,p012.jpg
p012,p012_scratch_thin,scratch_thin,p012_scratch_thin,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p012_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_scratch_thin_mask.png,ok,p012_scratch_thin,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_scratch_thin_damaged.png,data/processed/restored/lama/p012_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_scratch_thin_mask.png,ok,An Extensive Wooded Landscape,Philips Koninck,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436831,Public Domain / Open Access,p012.jpg
p012,p012_zero_control,zero_control,p012_zero_control,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p012_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_zero_control_mask.png,ok,p012_zero_control,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p012_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p012_zero_control_damaged.png,data/processed/restored/lama/p012_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p012_zero_control_mask.png,ok,An Extensive Wooded Landscape,Philips Koninck,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436831,Public Domain / Open Access,p012.jpg
p013,p013_loss_large,loss_large,p013_loss_large,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p013_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_loss_large_mask.png,ok,p013_loss_large,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_loss_large_damaged.png,data/processed/restored/lama/p013_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_loss_large_mask.png,ok,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg
p013,p013_loss_small,loss_small,p013_loss_small,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p013_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_loss_small_mask.png,ok,p013_loss_small,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_loss_small_damaged.png,data/processed/restored/lama/p013_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_loss_small_mask.png,ok,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg
p013,p013_mixed_damage,mixed_damage,p013_mixed_damage,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p013_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_mixed_damage_mask.png,ok,p013_mixed_damage,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_mixed_damage_damaged.png,data/processed/restored/lama/p013_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_mixed_damage_mask.png,ok,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg
p013,p013_scratch_thin,scratch_thin,p013_scratch_thin,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p013_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_scratch_thin_mask.png,ok,p013_scratch_thin,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_scratch_thin_damaged.png,data/processed/restored/lama/p013_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_scratch_thin_mask.png,ok,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg
p013,p013_zero_control,zero_control,p013_zero_control,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p013_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_zero_control_mask.png,ok,p013_zero_control,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p013_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p013_zero_control_damaged.png,data/processed/restored/lama/p013_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p013_zero_control_mask.png,ok,Landscape with a Village in the Distance,Jacob van Ruisdael,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437545,Public Domain / Open Access,p013.jpg
p014,p014_loss_large,loss_large,p014_loss_large,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png,ok,p014_loss_large,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_large_damaged.png,data/processed/restored/lama/p014_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_large_mask.png,ok,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg
p014,p014_loss_small,loss_small,p014_loss_small,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_small_mask.png,ok,p014_loss_small,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_loss_small_damaged.png,data/processed/restored/lama/p014_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_loss_small_mask.png,ok,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg
p014,p014_mixed_damage,mixed_damage,p014_mixed_damage,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_mixed_damage_mask.png,ok,p014_mixed_damage,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_mixed_damage_damaged.png,data/processed/restored/lama/p014_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_mixed_damage_mask.png,ok,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg
p014,p014_scratch_thin,scratch_thin,p014_scratch_thin,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_scratch_thin_mask.png,ok,p014_scratch_thin,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_scratch_thin_damaged.png,data/processed/restored/lama/p014_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_scratch_thin_mask.png,ok,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg
p014,p014_zero_control,zero_control,p014_zero_control,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p014_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_zero_control_mask.png,ok,p014_zero_control,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p014_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p014_zero_control_damaged.png,data/processed/restored/lama/p014_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p014_zero_control_mask.png,ok,Landscape on a River,Charles-François Daubigny,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436081,Public Domain / Open Access,p014.jpg
p015,p015_loss_large,loss_large,p015_loss_large,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_large_mask.png,ok,p015_loss_large,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_large_damaged.png,data/processed/restored/lama/p015_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_large_mask.png,ok,Landscape,Henri-Joseph Harpignies,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/337306,Public Domain / Open Access,p015.jpg
p015,p015_loss_small,loss_small,p015_loss_small,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_small_mask.png,ok,p015_loss_small,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_loss_small_damaged.png,data/processed/restored/lama/p015_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_loss_small_mask.png,ok,Landscape,Henri-Joseph Harpignies,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/337306,Public Domain / Open Access,p015.jpg
p015,p015_mixed_damage,mixed_damage,p015_mixed_damage,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_mixed_damage_mask.png,ok,p015_mixed_damage,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_mixed_damage_damaged.png,data/processed/restored/lama/p015_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_mixed_damage_mask.png,ok,Landscape,Henri-Joseph Harpignies,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/337306,Public Domain / Open Access,p015.jpg
p015,p015_scratch_thin,scratch_thin,p015_scratch_thin,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p015_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_scratch_thin_mask.png,ok,p015_scratch_thin,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p015_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p015_scratch_thin_damaged.png,data/processed/restored/lama/p015_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p015_scratch_thin_mask.png,ok,Landscape,Henri-Joseph Harpignies,,landscape_natural,,,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/337306,Public Domain / Open Access,p015.jpg
