painting_id,category,title,artist,date,style_or_period,medium,source,source_url,license,filename,original_width,original_height,selection_reason,visual_complexity_note,status,notes
p091,abstraction_surrealism,The Cyclops,Odilon Redon,1914,Symbolism / Post-Impressionism,Oil on cardboard,Kröller-Müller Museum,"https://commons.wikimedia.org/wiki/File:Odilon_Redon_-_The_Cyclops,_c._1914.jpg",Public domain; Public domain,p091.jpg,3840,4829,User-priority selection retained for distinctive visual structure and restoration-test value.,"Includes non-photorealistic colour and spatial structure that can test texture continuation, boundary coherence, feature similarity, and the distinction between plausible generation and reference fidelity.",selected,"Candidate source record Q3793426. Date and medium were checked against Wikidata, Wikimedia Commons structured metadata, or linked collection records. The style/period value is a broad analytical grouping, not an independently validated art-historical attribution."
p092,abstraction_surrealism,Underwater Vision,Odilon Redon,1910,Symbolism / Post-Impressionism,Oil on canvas,Museum of Modern Art,https://commons.wikimedia.org/wiki/File:Redon_-_Underwater_Vision_c._1910.jpg,Public domain; Public domain,p092.jpg,3840,4827,"Selected for visual diversity, metadata completeness, and restoration-test value while limiting repeated series and artist concentration.","Includes non-photorealistic colour and spatial structure that can test texture continuation, boundary coherence, feature similarity, and the distinction between plausible generation and reference fidelity.",selected,"Candidate source record Q19883573. Date and medium were checked against Wikidata, Wikimedia Commons structured metadata, or linked collection records. The style/period value is a broad analytical grouping, not an independently validated art-historical attribution."
p093,abstraction_surrealism,The Golden Cell,Odilon Redon,1892,Symbolism / Post-Impressionism,"Oil, gold, and chalk on paper",British Museum,https://commons.wikimedia.org/wiki/File:Redon.golden-cell.jpg,Public domain; Public domain,p093.jpg,3840,4769,"Selected for visual diversity, metadata completeness, and restoration-test value while limiting repeated series and artist concentration.","Includes non-photorealistic colour and spatial structure that can test texture continuation, boundary coherence, feature similarity, and the distinction between plausible generation and reference fidelity.",selected,"Candidate source record Q21797478. Date and medium were checked against Wikidata, Wikimedia Commons structured metadata, or linked collection records. The style/period value is a broad analytical grouping, not an independently validated art-historical attribution."
p094,abstraction_surrealism,"Mama, Papa Is Wounded!",Yves Tanguy,1927,Surrealism,Oil on canvas,Museum of Modern Art,"https://commons.wikimedia.org/wiki/File:Mama,_Papa_is_Wounded!.jpg",Public domain; Public domain,p094.jpg,3840,4803,"Selected for visual diversity, metadata completeness, and restoration-test value while limiting repeated series and artist concentration.","Includes non-photorealistic colour and spatial structure that can test texture continuation, boundary coherence, feature similarity, and the distinction between plausible generation and reference fidelity.",selected,"Candidate source record Q19883963. Date and medium were checked against Wikidata, Wikimedia Commons structured metadata, or linked collection records. The style/period value is a broad analytical grouping, not an independently validated art-historical attribution."
p095,abstraction_surrealism,Fraud in the Garden,Yves Tanguy,1930,Surrealism,Oil on canvas,Private collection; image via Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Yves_Tanguy_-_Fraude_au_jardin_(1930)_-_The_Observer.jpg,Public domain; Public domain,p095.jpg,3840,4915,"Selected for visual diversity, metadata completeness, and restoration-test value while limiting repeated series and artist concentration.","Includes non-photorealistic colour and spatial structure that can test texture continuation, boundary coherence, feature similarity, and the distinction between plausible generation and reference fidelity.",selected,"Candidate source record Q137805167. Date and medium were checked against Wikidata, Wikimedia Commons structured metadata, or linked collection records. The style/period value is a broad analytical grouping, not an independently validated art-historical attribution."
p096,abstraction_surrealism,The Lovers,Yves Tanguy,1929,Surrealism,Oil on canvas,Museum Folkwang,https://commons.wikimedia.org/wiki/File:Yves_Tanguy_-_Les_amoureux_-_Google_Arts_%26_Culture.jpg,Public domain; Public domain,p096.jpg,3840,4780,"Selected for visual diversity, metadata completeness, and restoration-test value while limiting repeated series and artist concentration.","Includes non-photorealistic colour and spatial structure that can test texture continuation, boundary coherence, feature similarity, and the distinction between plausible generation and reference fidelity.",selected,"Candidate source record Q131631447. Date and medium were checked against Wikidata, Wikimedia Commons structured metadata, or linked collection records. The style/period value is a broad analytical grouping, not an independently validated art-historical attribution."
p097,abstraction_surrealism,Kings' Fairy Tale,Mikalojus Konstantinas Čiurlionis,1909,Symbolism / Art Nouveau,Tempera on canvas,M. K. Čiurlionis National Art Museum,https://commons.wikimedia.org/wiki/File:Mikalojus_Konstantinas_Ciurlionis_-_FAIRY_TALE_(FAIRY_TALE_OF_KINGS)_-_1909.jpg,Public domain; Public domain,p097.jpg,3840,3604,User-priority selection retained for distinctive visual structure and restoration-test value.,"Includes non-photorealistic colour and spatial structure that can test texture continuation, boundary coherence, feature similarity, and the distinction between plausible generation and reference fidelity.",selected,"Candidate source record Q38521931. Date and medium were checked against Wikidata, Wikimedia Commons structured metadata, or linked collection records. The style/period value is a broad analytical grouping, not an independently validated art-historical attribution."
p098,abstraction_surrealism,Fantasy (The Demon),Mikalojus Konstantinas Čiurlionis,1909,Symbolism / Art Nouveau,Tempera on cardboard,M. K. Čiurlionis National Art Museum,https://commons.wikimedia.org/wiki/File:Mikalojus_Konstantinas_Ciurlionis_-_FANTASY_(THE_DEMON)_-_1909.jpg,Public domain; Public domain,p098.jpg,3840,3017,"Selected for visual diversity, metadata completeness, and restoration-test value while limiting repeated series and artist concentration.","Includes non-photorealistic colour and spatial structure that can test texture continuation, boundary coherence, feature similarity, and the distinction between plausible generation and reference fidelity.",selected,"Candidate source record Q107491951. Date and medium were checked against Wikidata, Wikimedia Commons structured metadata, or linked collection records. The style/period value is a broad analytical grouping, not an independently validated art-historical attribution."
p099,abstraction_surrealism,Self-Portrait with Death Playing the Fiddle,Arnold Böcklin,1872,Symbolism,Oil on canvas,Alte Nationalgalerie,https://commons.wikimedia.org/wiki/File:Arnold_Boecklin-fiedelnder_Tod.jpg,Public domain; Public domain,p099.jpg,3840,4757,"Selected for visual diversity, metadata completeness, and restoration-test value while limiting repeated series and artist concentration.","Includes non-photorealistic colour and spatial structure that can test texture continuation, boundary coherence, feature similarity, and the distinction between plausible generation and reference fidelity.",selected,"Candidate source record Q1523789. Date and medium were checked against Wikidata, Wikimedia Commons structured metadata, or linked collection records. The style/period value is a broad analytical grouping, not an independently validated art-historical attribution."
p100,abstraction_surrealism,Isle of the Dead,Arnold Böcklin,1883,Symbolism,Oil on wood,Alte Nationalgalerie,"https://commons.wikimedia.org/wiki/File:Arnold_B%C3%B6cklin_-_Die_Toteninsel_III_(Alte_Nationalgalerie,_Berlin).jpg",Public domain; Public domain,p100.jpg,3840,2046,User-priority selection retained for distinctive visual structure and restoration-test value.,"Includes non-photorealistic colour and spatial structure that can test texture continuation, boundary coherence, feature similarity, and the distinction between plausible generation and reference fidelity.",selected,"Candidate source record Q18009720. Date and medium were checked against Wikidata, Wikimedia Commons structured metadata, or linked collection records. The style/period value is a broad analytical grouping, not an independently validated art-historical attribution."
p101,architecture_structured,"Landing at a Palace by the Grand Canal, with Santa Maria della Salute in the Background",Wilhelm Marstrand,1852-1855,19th-century Danish painting,Oil on paper på canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS2045,Public Domain Mark 1.0,p101.jpg,1600,1170,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","religious civic architecture; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,"Original SMK title: Landstigning ved et palads ved Canal Grande, i baggrunden kirken S. Maria delle Salute. SMK object KMS2045; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality."
p102,architecture_structured,Canal in Venice,Gaetano Vetturali,1712-1848,18th-century Italian painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMSst314,Public Domain Mark 1.0,p102.jpg,1600,1008,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","bridges canals harbours; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Kanal i Venedig. SMK object KMSst314; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p103,architecture_structured,By the Grand Canal in Venice,Karl Schou,1909,20th-century Danish painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS3243,Public Domain Mark 1.0,p103.jpg,4213,3158,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","bridges canals harbours; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Ved Canal Grande i Venedig. SMK object KMS3243; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p104,architecture_structured,Buildings by a Canal,Monogrammist PFK,1601-1700,17th-century Dutch painting,Oil on wood,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMSsp589,Public Domain Mark 1.0,p104.jpg,1600,1206,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","bridges canals harbours; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Bygninger ved en kanal. SMK object KMSsp589; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p105,architecture_structured,View from a Harbor in Paris,Bertha Wegmann,1886,19th-century Danish painting,Oil on canvas monteret på malepap,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS9097,Public Domain Mark 1.0,p105.jpg,9388,6850,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","bridges canals harbours; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Parti fra en havn i Paris. SMK object KMS9097; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p106,architecture_structured,Dutch Church Interior,Rutger van Langevelt,1659,17th-century Dutch painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS3733,Public Domain Mark 1.0,p106.jpg,8568,10194,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","religious civic architecture; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Hollandsk kirkeinteriør. SMK object KMS3733; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p107,architecture_structured,Mountain Landscape with a Monastery,Abraham Genoels,1655-1723,17th-century Flamsk painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS673,Public Domain Mark 1.0,p107.jpg,1600,1479,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","palaces castles estates; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Bjerglandskab med et kloster. SMK object KMS673; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p108,architecture_structured,Colonnade in Ruins,Alessandro Salucci,1605-1655,17th-century Italian painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMSst77,Public Domain Mark 1.0,p108.jpg,1600,1287,User-priority selection retained for distinctive architectural structure and restoration-test value.,"ruins monuments; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Kolonnade i ruiner. SMK object KMSst77; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p109,architecture_structured,Street in Stege,Albert Gottschalk,1903,20th-century Danish painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS7183,Public Domain Mark 1.0,p109.jpg,1600,1039,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","streets squares cityscapes; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Gade i Stege. SMK object KMS7183; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p110,architecture_structured,Main Building at Gisselfeld Monastery,C.V.M. Jensen,1834-1839,19th-century Danish painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS424,Public Domain Mark 1.0,p110.jpg,1600,1187,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","palaces castles estates; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Hovedbygningen på Gisselfeld Kloster. SMK object KMS424; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p111,architecture_structured,Interior with a Young Girl Reading,Carl Holsøe,1903,20th-century Danish painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS1790,Public Domain Mark 1.0,p111.jpg,5421,6226,User-priority selection retained for distinctive architectural structure and restoration-test value.,"buildings and settlements; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Interiør med ung pige der læser. SMK object KMS1790; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p112,architecture_structured,Roman Ruins and Tomb Monuments,Monogrammist JDC(?),1749-1848,18th-century painting (SMK collection),Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMSst218,Public Domain Mark 1.0,p112.jpg,1193,1600,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","ruins monuments; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Romerske ruiner og gravmonumenter. SMK object KMSst218; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p113,architecture_structured,Market at Stege Square,Albert Gottschalk,1892,19th-century Danish painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS3286,Public Domain Mark 1.0,p113.jpg,1144,1600,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","streets squares cityscapes; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Marked på Stege Torv. SMK object KMS3286; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p114,architecture_structured,Interior,Emile Othon Friesz,1914,20th-century French painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMSr49,Public Domain Mark 1.0,p114.jpg,4134,5056,User-priority selection retained for distinctive architectural structure and restoration-test value.,"buildings and settlements; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Interiør. SMK object KMSr49; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p115,architecture_structured,Family Returning Home in a Square by Moonlight,Gerrit Lundens,1637-1702,17th-century Dutch painting,Oil on wood,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS1875,Public Domain Mark 1.0,p115.jpg,1275,1600,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","streets squares cityscapes; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Hjemvendt familie på et torv i måneskin. SMK object KMS1875; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p116,architecture_structured,Stream with a Bridge,Albert Gottschalk,1887,19th-century Danish painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS2009,Public Domain Mark 1.0,p116.jpg,1600,1035,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","bridges canals harbours; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Åløb med en bro. SMK object KMS2009; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p117,architecture_structured,Architecture,Giovanni Paolo Pannini,1706-1765,18th-century Italian painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMSsp36,Public Domain Mark 1.0,p117.jpg,1331,1600,User-priority selection retained for distinctive architectural structure and restoration-test value.,"buildings and settlements; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Arkitektur. SMK object KMSsp36; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p118,architecture_structured,Street in Torello,P.S. Krøyer,1890,19th-century Danish painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS1435,Public Domain Mark 1.0,p118.jpg,2920,4126,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","streets squares cityscapes; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Gade i Torello. SMK object KMS1435; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p119,architecture_structured,Bridge over the Cemetery Stream in Assens,Dankvart Dreyer,1842,19th-century Danish painting,Oil on wood,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS1690,Public Domain Mark 1.0,p119.jpg,4108,2673,User-priority selection retained for distinctive architectural structure and restoration-test value.,"religious civic architecture; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Bro over kirkegårdsåen i Assens. SMK object KMS1690; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p120,architecture_structured,Mountain Landscape with a Bridge,Heinrich Grosch,1808,19th-century painting (SMK collection),Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS1296,Public Domain Mark 1.0,p120.jpg,1600,1145,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","bridges canals harbours; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Bjerglandskab med en bro. SMK object KMS1296; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p121,architecture_structured,Architecture with Figures,Hubert Robert,1748-1808,18th-century French painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS324,Public Domain Mark 1.0,p121.jpg,1600,1300,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","buildings and settlements; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Arkitektur med figurer. SMK object KMS324; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p122,architecture_structured,Frederiksborg Castle by Moonlight,J.C. Dahl,1817,19th-century Norwegian painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS967,Public Domain Mark 1.0,p122.jpg,12172,8379,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","palaces castles estates; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Frederiksborg slot i måneskin. SMK object KMS967; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p123,architecture_structured,Houses by a Canal,Jan van der Heyden,1652-1712,17th-century Dutch painting,Oil on wood,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMSsp588,Public Domain Mark 1.0,p123.jpg,1600,1166,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","bridges canals harbours; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: Huse ved en kanal. SMK object KMSsp588; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p124,architecture_structured,"Piazza San Marco, Venice",Bernardo Bellotto,c. 1740,"18th-century Italy, 18th century painting",oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1962.169,CC0,p124.jpg,3400,1941,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","streets squares cityscapes; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 1962.169; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
p125,architecture_structured,"The Doge's Palace, Venice",Richard Parkes Bonington,1826,"19th-century England, 19th century painting",oil on millboard,Cleveland Museum of Art,https://clevelandart.org/art/1985.56,CC0,p125.jpg,3400,2816,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","palaces castles estates; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 1985.56; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
p126,architecture_structured,Interior of a Synagogue,Alessandro Magnasco,c. 1725–35,"18th-century Italy, 18th century painting",oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1930.22,CC0,p126.jpg,3400,2780,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","architectural interiors; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 1930.22; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
p127,architecture_structured,"Interior of the Pantheon, Rome",Giovanni Paolo Panini,1747,"18th-century Italy, 18th century painting",oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1974.39,CC0,p127.jpg,2648,3400,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","architectural interiors; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 1974.39; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
p128,architecture_structured,Church Street El,Charles Sheeler,1920,20th-century America painting,oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/1977.43,CC0,p128.jpg,3400,2841,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","religious civic architecture; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 1977.43; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
p129,architecture_structured,Ruins of an Ancient City,John Martin,c. 1810–20,"19th-century England, 19th century painting","oil on paper, mounted on canvas",Cleveland Museum of Art,https://clevelandart.org/art/1981.13,CC0,p129.jpg,3400,2732,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","ruins monuments; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 1981.13; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
p130,architecture_structured,Construction of an Elevated Railway: Bridge over the Cours de Vincennes,Paul Désiré Trouillebert,1888,"19th-century France, 19th century painting",oil on fabric,Cleveland Museum of Art,https://clevelandart.org/art/1980.289,CC0,p130.jpg,3400,2325,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","bridges canals harbours; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 1980.289; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
p131,architecture_structured,The Dock of Deauville,Eugène Boudin,1891,"19th-century France, 19th century painting",oil on wood panel,Cleveland Museum of Art,https://clevelandart.org/art/1939.165,CC0,p131.jpg,2751,3400,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","bridges canals harbours; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 1939.165; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
p132,architecture_structured,"Harbor of Boston, with the City in the Distance",Fitz Henry Lane,c. 1846–1847,19th-century America painting,oil on canvas,Cleveland Museum of Art,https://clevelandart.org/art/2004.35,CC0,p132.jpg,3400,2097,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","bridges canals harbours; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 2004.35; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
p133,architecture_structured,A Hall in the Doge's Palace in Venice,Heinrich Hansen,1885,19th-century Danish painting,Oil on canvas,Statens Museum for Kunst,https://open.smk.dk/artwork/image/KMS3364,Public Domain Mark 1.0,p133.jpg,1600,1147,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","palaces castles estates; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,Original SMK title: En sal i Dogepaladset i Venedig. SMK object KMS3364; public_domain=true; rights=https://creativecommons.org/publicdomain/mark/1.0/. Broad period/style is inferred from recorded date and creator nationality.
p134,architecture_structured,Two Elephants Fighting in a Courtyard Before Muhammad Shah,Nainsukh,c. 1730–40,"18th-century Northern India, Himachal Pradesh, Guler painting","Gum tempera, ink, and gold on paper",Cleveland Museum of Art,https://clevelandart.org/art/2005.1.a,CC0,p134.jpg,2312,3400,User-priority selection retained for distinctive architectural structure and restoration-test value.,"palaces castles estates; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 2005.1.a; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
p135,architecture_structured,Women bathing before an architectural panorama,Fayzullah,c. 1765,"18th-century India, Lucknow, Mughal painting",Gum tempera and gold on paper,Cleveland Museum of Art,https://clevelandart.org/art/2013.344,CC0,p135.jpg,2469,3400,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","ruins monuments; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 2013.344; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
p136,architecture_structured,"Saint-Mammès, Loing Canal",Alfred Sisley,1885,"19th-century France, 19th century painting",oil on fabric,Cleveland Museum of Art,https://clevelandart.org/art/1961.262,CC0,p136.jpg,3400,2846,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","bridges canals harbours; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 1961.262; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
p137,architecture_structured,"The Slotskirken of Christiansborg, Copenhagen",Heinrich Hansen,c. 1850s,19th-century Denmark painting,oil on fabric,Cleveland Museum of Art,https://clevelandart.org/art/1995.66,CC0,p137.jpg,3057,3400,"Selected for architectural prominence, metadata completeness, visual diversity, and restoration-test value while limiting repeated canals, castles, and church interiors.","religious civic architecture; contains structured edges, perspective lines, repeated forms, or bounded surfaces that expose continuity and seam failures.",selected,CMA object 1995.66; share_license_status=CC0. Broad period/style uses recorded culture/collection and date.
